dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir
handwriting,1,success,lraes,resnet1d,act,0.24738703770984521,0.4291596442139912,0.181772606504146,73.4769835598094,15,15,0.23690476190476192,0.3458333333333334,0.00015686237771277988,0.0003236452017385502,1.0784800273112107,0.11506211804672534,0.8510652880172027,0.24298309895174477,0.0,0.0,120,120,10,10
handwriting,2,success,lraes,resnet1d,act,0.26137494637400877,0.3457963551558514,0.08442140878184262,32.29895506591004,15,15,0.2904761904761905,0.3712962962962963,0.00015625378181116357,0.0003195311951346651,1.0815625146421624,0.1183938780745105,0.8748595270518,0.2591882417685239,0.0,0.0,120,120,10,10
handwriting,3,success,lraes,resnet1d,act,0.2564158587367566,0.375672551121782,0.1192566923850254,46.509075711413686,15,15,0.2513888888888889,0.3196428571428571,0.00015726510056203187,0.0003240606871389798,1.081412592169926,0.11818170247729176,0.8676174650414533,0.2621793509247431,0.0,0.0,120,120,10,10
