dataset,seed,status,algo,model,base_f1,mba_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,mba_stop_epoch,f1_gain_pct,base_best_val_f1,mba_best_val_f1
ethanolconcentration,1,success,lraes,resnet1d,0.2482202031216849,0.28687706396359897,0.038656860841914054,0.00016300733925455902,5.442887428522111e-09,1.1982722922333484,0.26880500906153676,0.9999999999899997,1.1657439665283207,0.02231359132565558,0.55,22,16,15.573609553994993,0.4298136645962733,0.41682060755336614
