dataset,model,base_mean,base_std,act_mean,act_std,gain_mean,gain_std
basicmotions,patchtst,0.8991189384243631,0.0022724806497433966,0.8676270279278758,0.015240473621920526,-0.031491910496487134,0.014347181706579963
basicmotions,resnet1d,1.0,0.0,1.0,0.0,0.0,0.0
basicmotions,timesnet,0.731158951079793,0.07641195132822474,0.9916457811194653,0.014469931558637204,0.26048683003967216,0.07082586094131911
epilepsy,patchtst,0.9800917644099286,0.008716158097024567,0.9827785703165057,0.004062473756757167,0.0026868059065769004,0.00465368434026735
epilepsy,resnet1d,0.9643668509456037,0.012563484499980848,0.9545686353555257,0.029246221842739926,-0.009798215590077935,0.022951243950115205
