dataset,model,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean
basicmotions,patchtst,0.0002215388213925,0.0082345897002745,1.0926616892789427,0.15320699126625367
basicmotions,resnet1d,0.00022102258268883335,0.0082472739813638,1.0905989511470746,0.15250289185022214
basicmotions,timesnet,0.00022133134338326666,0.008232040819039799,1.0901829946241692,0.1519232203099893
epilepsy,patchtst,0.00015720381340463333,0.0038973126643707333,1.0782008905362683,0.1252565037760596
epilepsy,resnet1d,0.00015729548257916665,0.0038999676436073994,1.0731480486517577,0.12162043943902734
