dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,gamma_requested_mean,gamma_used_mean,gamma_zero_rate,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,safe_clip_rate,template_usage_entropy,top_template_concentration,selection_stage,selector_name,feasible_rate,selector_accept_rate,pre_filter_reject_count,post_bridge_reject_count,reject_reason_zero_gamma,reject_reason_safe_radius,reject_reason_zero_direction,reject_reason_zero_margin,reject_reason_bridge_fail,reject_reason_transport_error,relevance_score_mean,safe_balance_score_mean,fidelity_score_mean,variety_score_mean,fv_score_mean,z_displacement_norm_mean,direction_bank_source,candidate_audit_rows,candidate_audit_available,aug_valid_rate,candidate_accept_rate,template_response_abs_mean,gamma_requested_mean_audit,gamma_used_mean_audit,safe_radius_ratio_mean_audit,safe_clip_rate_audit,gamma_zero_rate_audit,manifold_margin_mean_audit,transport_error_logeuc_mean_audit,feasible_rate_audit,selector_accept_rate_audit,relevance_score_mean_audit,safe_balance_score_mean_audit,fidelity_score_mean_audit,variety_score_mean_audit,fv_score_mean_audit,template_usage_entropy_audit,top_template_concentration_audit,candidate_physics_ok,gamma_used_gt_requested_count,safe_radius_ratio_out_of_bounds_count,candidate_audit_path
natops,1,success,ao_contrastive,resnet1d,act,0.9373000436629222,0.9553349989929596,0.018034955330037405,1.9241387566161787,18,30,0.972027972027972,0.972027972027972,0.00044696868105210697,2.911278109235347,1.3357613695835,0.48876850052789045,0.036146676633839275,5.82076716417455,0.1,0.1,0.0,0.0,0.0,1440,1440,10,10,0.0,0.0,0.0,response_only,topk_uniform_top5,1.0,1.0,0,0,0,0,0,0,0,0,,,,,,0.09999999873754051,ao_contrastive,1440,True,1.0,1.0,,0.1,0.1,0.036146676633839275,0.0,0.0,5.82076716417455,2.911278109235347,,,,,,,,2.299957431074829,0.1076388888888889,True,0,0,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/csta_ao_pia_pilot7_v1/resnet1d_s123/_shards/shard1/_csta_runs/csta_topk_uniform_top5_ao_contrastive/natops/s1/candidate_audit/natops_s1_csta_topk_uniform_top5_ao_contrastive_candidate_audit.csv.gz
