dataset,seed,protocol_type,raw_val_acc,raw_val_macro_f1,raw_test_acc,raw_test_macro_f1,pia_core_val_acc,pia_core_val_macro_f1,pia_core_test_acc,pia_core_test_macro_f1,delta_vs_raw,selected_axis_ids,gamma_vector,label,operator_semantics,bridge_task_risk_comment
natops,1,fixed_split_official,0.7111111111111111,0.7156862745098039,0.7222222222222222,0.7170628040311606,0.7555555555555555,0.7607905982905984,0.7277777777777777,0.7226111384083868,0.005548334377226127,[0],"[0.1, 0.0, 0.0]",positive,sample_conditional_template_axis_stretch_with_residual_preservation,classwise_drift_watch
