dataset,seed,protocol_type,raw_val_acc,raw_val_macro_f1,raw_test_acc,raw_test_macro_f1,pia_core_val_acc,pia_core_val_macro_f1,pia_core_test_acc,pia_core_test_macro_f1,delta_vs_raw,selected_axis_ids,gamma_vector,label,operator_semantics,bridge_task_risk_comment
natops,1,fixed_split_official,0.7555555555555555,0.7574660633484163,0.7055555555555556,0.7033120339160175,0.7777777777777778,0.7883597883597884,0.7055555555555556,0.7026964425283836,-0.0006155913876338959,[0],"[0.1, 0.0, 0.0]",flat,sample_conditional_template_axis_stretch_with_residual_preservation,classwise_drift_watch
