dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,warmup_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,act_stop_epoch,warmup_stop_epoch,f1_gain_pct,base_best_val_f1,act_best_val_f1,warmup_best_val_f1,selected_anchor_count,selected_positive_count,candidate_total_count,hard_positive_score_mean,fidelity_score_mean,acl_last_ce_loss,acl_last_supcon_loss
handwriting,1,success,lraes,resnet1d,gcg_acl,0.43976140610167685,0.4731499000655695,0.03338849396389265,0.13386521982651,0.0001568556566586495,0.0003233050128413259,1.0676222062725826,0.09807565485193169,0.8456645577403229,0.24298309895357512,0.002529611996578751,0.48333333333333334,20,20,10,7.592409408424422,0.3439814814814815,0.2888888888888889,0.08297258297258298,120,120,480,0.7661476005443666,0.9996750155602037,0.24718162417411804,1.6162734031677246
handwriting,2,success,lraes,resnet1d,gcg_acl,0.44524996340065187,0.45030984726684353,0.005059883866191661,0.1451468924163411,0.00015684069449793526,0.0003203881979630156,1.0686390240716943,0.09979876748165685,0.8741078292107072,0.2591882417704735,0.00508660293611077,0.48125,20,20,10,1.136413957484066,0.44027777777777777,0.4138888888888889,0.11673881673881674,120,120,480,0.8349995278630485,0.9996780214826229,0.22686614096164703,1.5500739216804504
handwriting,3,success,lraes,resnet1d,gcg_acl,0.39378778244667917,0.4075563142073173,0.013768531760638136,0.14750002807431037,0.00015671805804448567,0.0003247606273310227,1.068880387102381,0.09877089168118335,0.8534856820534021,0.2621793509267659,0.0008420631502910207,0.53125,20,20,10,3.496433581219317,0.3916666666666666,0.35694444444444445,0.1486111111111111,120,120,480,0.7708230798871772,0.9996727854195022,0.22217371314764023,1.511168360710144
