anchor_index,tid,class_id,candidate_order,direction_id,sign,gamma_requested,gamma_used,direction_norm,safe_upper_bound,safe_radius_ratio,manifold_margin,edit_mode,edit_basis,edit_alpha_scale,edit_alpha,edit_norm,edit_energy,edit_basis_fro_norm,edit_status_code,transport_error_fro,transport_error_logeuc,recolor_transport_error_fro,recolor_transport_error_logeuc,bridge_cond_A,margin_aug
0,atrialfibrillation_train_0,0,0,1,1.0,0.1,0.1,1.0,0.2829412247002486,0.99999999999,0.565882449401063,line,whitened_pca,0.25,6.319612329882269,6.319612329882271,0.2499999999999902,1.0,1.0,0.028291288972702902,0.44534736524209984,0.028291288972702902,0.44534736524209984,1.0221714276765166,-1.0170444250106812
3,atrialfibrillation_train_1,0,0,3,1.0,0.1,0.1,1.0,0.24743156746443468,0.99999999999,0.49486313492936423,line,whitened_pca,0.25,6.319612329882269,6.3196123298822675,0.24999999999999006,1.0,1.0,0.017817386384857276,0.44446610054205987,0.017817386384857276,0.44446610054205987,1.0649980621124615,-1.4283671379089355
5,atrialfibrillation_train_10,2,0,1,1.0,0.1,0.1,1.0,0.6513144797578012,0.99999999999,1.3026289595169052,line,whitened_pca,0.25,6.319612329882269,6.319612329882272,0.24999999999999023,1.0,1.0,0.04013984327141362,0.45597967374299897,0.04013984327141362,0.45597967374299897,1.0334962160025511,2.278498411178589
11,atrialfibrillation_train_11,2,0,8,1.0,0.1,0.1,1.0,0.3029302949274423,0.99999999999,0.6058605898554905,line,whitened_pca,0.25,6.319612329882269,6.319612329882268,0.2499999999999901,1.0,1.0,0.015062342152840445,0.5784517258356627,0.015062342152840445,0.5784517258356627,1.1048501124321204,-0.39920032024383545
1,atrialfibrillation_train_12,2,0,5,-1.0,0.1,0.1,1.0,0.6530044843337336,0.99999999999,1.3060089686687733,line,whitened_pca,0.25,6.319612329882269,6.319612329882269,0.24999999999999012,0.9999999999999999,1.0,0.04955926943154481,0.5762334423092194,0.04955926943154481,0.5762334423092194,1.0848047488640988,1.2669705152511597
4,atrialfibrillation_train_14,2,0,8,-1.0,0.1,0.1,1.0,0.7529377347602514,0.99999999999,1.5058754695220087,line,whitened_pca,0.25,6.319612329882269,6.319612329882271,0.2499999999999902,0.9999999999999999,1.0,0.009798325052874219,0.5930739264386623,0.009798325052874219,0.5930739264386623,1.12796385698806,1.6009219884872437
7,atrialfibrillation_train_3,0,0,7,-1.0,0.1,0.1,1.0,0.4088221747918195,0.99999999999,0.8176443495844566,line,whitened_pca,0.25,6.319612329882269,6.319612329882271,0.2499999999999902,1.0,1.0,0.0507504755411092,0.5759506676479301,0.0507504755411092,0.5759506676479301,1.1225137464561463,-1.66018545627594
2,atrialfibrillation_train_4,0,0,1,-1.0,0.1,0.1,1.0,0.2647049908588184,0.99999999999,0.5294099817181662,line,whitened_pca,0.25,6.319612329882269,6.31961232988227,0.24999999999999017,1.0,1.0,0.017128056097999684,0.5782469051541782,0.017128056097999684,0.5782469051541782,1.020638855174343,-1.3103245496749878
10,atrialfibrillation_train_6,1,0,3,-1.0,0.1,0.1,1.0,0.3977408563020718,0.99999999999,0.7954817126049392,line,whitened_pca,0.25,6.319612329882269,6.319612329882266,0.24999999999998998,1.0,1.0,0.02620117707881507,0.5770950479367986,0.02620117707881507,0.5770950479367986,1.0650950822655298,-0.42772960662841797
6,atrialfibrillation_train_7,1,0,8,-1.0,0.1,0.1,1.0,0.435047399206933,0.99999999999,0.8700947984147362,line,whitened_pca,0.25,6.319612329882269,6.3196123298822675,0.24999999999999006,1.0,1.0,0.05044818669153786,0.5768877621307209,0.05044818669153786,0.5768877621307209,1.141918990668014,-1.2412961721420288
8,atrialfibrillation_train_8,1,0,3,1.0,0.1,0.1,1.0,0.4184707061410673,0.99999999999,0.8369414122829716,line,whitened_pca,0.25,6.319612329882269,6.319612329882275,0.24999999999999034,1.0,1.0,0.07452184132881287,0.445851088709527,0.07452184132881287,0.445851088709527,1.0660468758397204,-0.9076985120773315
9,atrialfibrillation_train_9,1,0,7,1.0,0.1,0.1,1.0,0.24743156746443468,0.99999999999,0.49486313492936423,line,whitened_pca,0.25,6.319612329882269,6.3196123298822675,0.24999999999999006,1.0,1.0,0.016853968825274027,0.4441413850517824,0.016853968825274027,0.4441413850517824,1.1227735560262706,0.8272846937179565
