anchor_index,tid,class_id,candidate_order,direction_id,sign,gamma_requested,gamma_used,direction_norm,safe_upper_bound,safe_radius_ratio,manifold_margin,edit_mode,edit_basis,edit_alpha_scale,edit_alpha,edit_norm,edit_energy,edit_basis_fro_norm,edit_status_code,transport_error_fro,transport_error_logeuc,recolor_transport_error_fro,recolor_transport_error_logeuc,bridge_cond_A,margin_aug
2,atrialfibrillation_train_0,0,0,6,1.0,0.1,0.1,1.0,0.25115601974636104,0.99999999999,0.5023120394932244,line,whitened_pca,0.25,6.319612329882269,6.319612329882271,0.2499999999999902,1.0,1.0,0.026029917321942507,0.4451160734130063,0.026029917321942507,0.4451160734130063,1.1311351388306354,0.3069174587726593
0,atrialfibrillation_train_1,0,0,6,-1.0,0.1,0.1,1.0,0.24648823566997005,0.99999999999,0.4929764713404331,line,whitened_pca,0.25,6.319612329882269,6.3196123298822675,0.24999999999999006,1.0,1.0,0.0133931563321161,0.5795790110251421,0.0133931563321161,0.5795790110251421,1.1194631032693394,0.40640413761138916
6,atrialfibrillation_train_11,2,0,1,1.0,0.1,0.1,0.9999999403953552,0.30293031298349604,0.99999999999,0.6058605898554905,line,whitened_pca,0.25,6.319612329882269,6.319612329882268,0.2499999999999901,1.0,1.0,0.016056690472527963,0.5788873535578603,0.016056690472527963,0.5788873535578603,1.0098954653485523,-1.2321302890777588
4,atrialfibrillation_train_12,2,0,2,-1.0,0.1,0.1,1.0,0.5963419770576299,0.99999999999,1.1926839541164527,line,whitened_pca,0.25,6.319612329882269,6.319612329882269,0.24999999999999012,0.9999999999999999,1.0,0.05180878129756269,0.576219782574267,0.05180878129756269,0.576219782574267,1.0306180950840527,-0.9141335487365723
9,atrialfibrillation_train_13,2,0,1,-1.0,0.1,0.1,0.9999999403953552,1.8324727382918726,0.99999999999,3.6649452581396367,line,whitened_pca,0.25,6.319612329882269,6.319612329882271,0.2499999999999902,1.0,1.0,0.12023748132135811,0.44602064271893344,0.12023748132135811,0.44602064271893344,1.0128847821259908,-0.7240116596221924
1,atrialfibrillation_train_14,2,0,2,-1.0,0.1,0.1,1.0,0.6860882464316801,0.99999999999,1.3721764928647324,line,whitened_pca,0.25,6.319612329882269,6.319612329882271,0.2499999999999902,0.9999999999999999,1.0,0.008610533591500312,0.5929650602379094,0.008610533591500312,0.5929650602379094,1.0439401655986666,-0.5807640552520752
3,atrialfibrillation_train_2,0,0,2,1.0,0.1,0.1,1.0,0.5763448512249463,0.99999999999,1.1526897024510454,line,whitened_pca,0.25,6.319612329882269,6.31961232988227,0.24999999999999017,0.9999999999999999,1.0,0.09707055055489598,0.44582685384086457,0.09707055055489598,0.44582685384086457,1.0366049561824524,0.6739193797111511
8,atrialfibrillation_train_4,0,0,8,-1.0,0.1,0.1,1.0,0.2647049908588184,0.99999999999,0.5294099817181662,line,whitened_pca,0.25,6.319612329882269,6.31961232988227,0.24999999999999017,1.0,1.0,0.01683701739886813,0.5781228220751891,0.01683701739886813,0.5781228220751891,1.084371867104284,0.5413550138473511
7,atrialfibrillation_train_5,1,0,6,1.0,0.1,0.1,1.0,0.24648823566997005,0.99999999999,0.4929764713404331,line,whitened_pca,0.25,6.319612329882269,6.319612329882271,0.2499999999999902,1.0,1.0,0.02290652534541164,0.44583949017256475,0.02290652534541164,0.44583949017256475,1.1356108191947714,0.05249844491481781
5,atrialfibrillation_train_7,1,0,6,1.0,0.1,0.1,1.0,0.435047399206933,0.99999999999,0.8700947984147362,line,whitened_pca,0.25,6.319612329882269,6.3196123298822675,0.24999999999999006,1.0,1.0,0.060100593894913956,0.44634396940656573,0.060100593894913956,0.44634396940656573,1.1633193415962702,0.2613617777824402
11,atrialfibrillation_train_8,1,0,8,1.0,0.1,0.1,1.0,0.5763448512249463,0.99999999999,1.1526897024510454,line,whitened_pca,0.25,6.319612329882269,6.319612329882275,0.24999999999999034,1.0,1.0,0.07475049338768748,0.4458373480634989,0.07475049338768748,0.4458373480634989,1.0801712491067432,0.23636332154273987
10,atrialfibrillation_train_9,1,0,6,-1.0,0.1,0.1,1.0,0.24743156746443465,0.99999999999,0.4948631349293642,line,whitened_pca,0.25,6.319612329882269,6.3196123298822675,0.24999999999999006,1.0,1.0,0.012878163228307808,0.5793593598634319,0.012878163228307808,0.5793593598634319,1.1218381729310054,-0.21093147993087769
