epoch,p_lraes,p_zpia,reward_lraes,reward_zpia,aug_loss_lraes,aug_loss_zpia,margin_lraes,margin_zpia
1,0.5,0.5,0.5121489663918813,0.5129127701123556,0.6019808053970337,0.592850903669993,0.08370953798294067,0.07475092013676961
2,0.49809052783129204,0.501909472168708,0.7554091413815817,0.7603401144345602,0.31471287210782367,0.30997198820114136,1.493350903193156,1.5330427885055542
3,0.48672781275227606,0.5132721872477239,0.8139397700627645,0.7920623620351156,0.19824839135011038,0.22358531753222147,2.413459300994873,2.2940049171447754
4,0.5472012322088291,0.4527987677911709,0.8359042803446451,0.8269836902618408,0.15594018250703812,0.17264403402805328,2.9410340785980225,2.7534003257751465
5,0.5458431229094839,0.4541568770905162,0.8967887759208679,0.8842625816663107,0.11240537961324056,0.11218144247929256,3.4718132813771567,3.4466423988342285
6,0.5540742827843186,0.4459257172156814,0.9122181137402853,0.9132994612058004,0.09301282713810603,0.08591362337271373,3.7690012454986572,3.791143814722697
7,0.5243338780928547,0.4756661219071453,0.9304457902908325,0.9364997943242391,0.07293926551938057,0.07099111626545589,3.9921865463256836,3.992441495259603
8,0.4970503923194689,0.5029496076805312,0.9372481306393942,0.9367403388023376,0.06022389233112335,0.07283937682708104,4.063970963160197,4.098774989446004
9,0.4997946648412033,0.5002053351587967,0.9491411844889323,0.946681559085846,0.06535537168383598,0.05102471262216568,4.203671137491862,4.397626876831055
10,0.506045156216956,0.4939548437830441,0.9753490885098776,0.9755351742108663,0.03777810248235861,0.035091387728850044,4.919937451680501,4.955563227335612
11,0.5025573643929849,0.4974426356070152,0.9343816041946411,0.9357204039891561,0.0735790381828944,0.06177555459241072,4.36388619740804,4.428374290466309
12,0.4979318826662458,0.5020681173337542,0.9699066281318665,0.9647377530733744,0.03351800764600436,0.03751670072476069,5.079199473063151,4.924368222554524
13,0.5118766330791528,0.48812336692084735,0.9736716945966085,0.957481324672699,0.03150895362099012,0.04314269001285235,5.160046100616455,4.770464738210042
14,0.5460642480682416,0.4539357519317584,0.9503534237543741,0.9750348528226217,0.04507724195718765,0.02538131984571616,4.778172969818115,5.250272750854492
15,0.4625516939975143,0.5374483060024857,0.9709246158599854,0.9852641622225443,0.035137624790271126,0.019231527112424374,5.138655344645183,5.52580992380778
