epoch,p_lraes,p_zpia,reward_lraes,reward_zpia,aug_loss_lraes,aug_loss_zpia,margin_lraes,margin_zpia
1,0.5,0.5,0.5420908729235331,0.5314501921335856,0.6183210213979086,0.6241582632064819,0.19486838579177856,0.1479297329982122
2,0.5265017561535642,0.4734982438464358,0.7665552894274393,0.7633293072382609,0.30367515484491986,0.30039870738983154,1.5593854188919067,1.5695207516352336
3,0.5213130369912776,0.4786869630087225,0.8114918271700541,0.8206076423327128,0.20725472271442413,0.18654504418373108,2.332557439804077,2.413684050242106
4,0.48792989703390766,0.5120701029660923,0.872805138429006,0.8504218260447184,0.1374678611755371,0.15975646674633026,3.089041789372762,2.953888257344564
5,0.5490070587025324,0.4509929412974676,0.8567402164141337,0.9099387129147848,0.13847493628660837,0.11026839415232341,2.985752900441488,3.472919146219889
6,0.40277929292412495,0.597220707075875,0.9439578255017599,0.9305620392163595,0.0697769100467364,0.07872366656859715,3.824913263320923,3.659007946650187
7,0.4846802201053071,0.515319779894693,0.9166812896728516,0.901663621266683,0.08618856097261111,0.059376961241165795,3.7691262563069663,3.7901511192321777
8,0.5296045592092968,0.4703954407907033,0.976375162601471,0.9534637729326884,0.036721955984830856,0.048050474375486374,4.472000281016032,4.283303260803223
9,0.571099117283688,0.428900882716312,0.9700143933296204,0.9643569191296896,0.03454223771890005,0.03958355635404587,4.547910690307617,4.398030440012614
10,0.5496781735311744,0.45032182646882557,0.9802184303601583,0.9685799876848856,0.027786099662383396,0.041268657272060714,4.886295000712077,4.681818167368571
11,0.5538045291958487,0.44619547080415134,0.9669175346692404,0.957947830359141,0.04446641355752945,0.043469048415621124,4.672483126322429,4.963603178660075
12,0.5492665797092705,0.4507334202907296,0.9836901823679606,0.9779138763745626,0.02308857689301173,0.0325419120490551,5.25697390238444,5.205283164978027
13,0.5390580153648592,0.4609419846351408,0.9891913533210754,0.9886571566263834,0.020995195023715496,0.021038441608349483,5.323008378346761,5.5798719724019366
14,0.5208644867158354,0.4791355132841646,0.9620121320088705,0.9871590534845988,0.04244095956285795,0.020679614196221035,5.174895445505778,5.493076801300049
15,0.44885743128020805,0.551142568719792,0.9899705052375793,0.9862192074457804,0.017582614595691364,0.019275508510569733,5.805768807729085,5.578433990478516
