anchor_index,tid,class_id,candidate_order,direction_id,sign,gamma_requested,gamma_used,direction_norm,safe_upper_bound,safe_radius_ratio,manifold_margin,algo,direction_bank_source,transport_error_fro,transport_error_logeuc,bridge_cond_A,metric_preservation_error,margin_aug,feedback_weight
4,atrialfibrillation_train_1,0,0,9,1.0,0.1,0.1,1.0,0.24648823566997005,0.99999999999,0.4929764713404331,zpia,zpia_telm2,0.00013375896019679007,0.02717379072564021,1.084709377831629,0.130349883725245,-4.511543273925781,0.010862216206494479
2,atrialfibrillation_train_10,2,0,5,1.0,0.1,0.1,1.0,0.5333355512830343,0.99999999999,1.0666711025671354,zpia,zpia_telm2,0.00013110479352972896,0.09597387577198717,1.0918413373943132,0.12949107799450355,0.4918973743915558,0.6205533032920832
9,atrialfibrillation_train_11,2,0,6,-1.0,0.1,0.1,1.0,0.3029302949274423,0.99999999999,0.6058605898554905,zpia,zpia_telm2,0.00012330716269719273,0.013657645778771477,1.0863966314304,0.12095358135742575,-3.457998752593994,0.030531212681968616
11,atrialfibrillation_train_13,2,0,7,1.0,0.1,0.1,1.0,1.7141709886715508,0.99999999999,3.4283419773465305,zpia,zpia_telm2,0.00013416549345259479,0.007547260610843166,1.099245066937917,0.14900053343267539,0.5570119023323059,0.6357608706365923
5,atrialfibrillation_train_14,2,0,4,-1.0,0.1,0.1,1.0,0.6860882464316801,0.99999999999,1.3721764928647324,zpia,zpia_telm2,0.0001272556427137947,0.12050488488311255,1.1009799224719186,0.13511087084009982,-0.35979318618774414,0.41100963065511337
1,atrialfibrillation_train_2,0,0,6,1.0,0.1,0.1,1.0,0.6021979619697961,0.99999999999,1.2043959239407969,zpia,zpia_telm2,0.00013395291248047758,0.005423262783119476,1.091879090584293,0.13953492653332458,-3.9928879737854004,0.018112259169014187
6,atrialfibrillation_train_3,0,0,7,1.0,0.1,0.1,1.0,0.4088221747918195,0.99999999999,0.8176443495844566,zpia,zpia_telm2,0.0001336894726934758,0.00569830560100145,1.082163659284383,0.12708220548253277,-2.113018751144409,0.10783789208221334
0,atrialfibrillation_train_4,0,0,2,1.0,0.1,0.1,1.0,0.2647049908588184,0.99999999999,0.5294099817181662,zpia,zpia_telm2,0.00012918892123348996,0.018146982652940076,1.0768584060052055,0.1062273890863736,-4.1639509201049805,0.015308036391646176
3,atrialfibrillation_train_5,1,0,0,1.0,0.1,0.1,1.0,0.24648823566997005,0.99999999999,0.4929764713404331,zpia,zpia_telm2,0.00013465949398044176,0.036838071561098834,1.1314745742091679,0.18825002024101303,1.847045660018921,0.8637798563416215
8,atrialfibrillation_train_6,1,0,6,-1.0,0.1,0.1,1.0,0.3977408563020718,0.99999999999,0.7954817126049392,zpia,zpia_telm2,0.00012321102161470105,0.010612655518374037,1.0827664478534245,0.11680344804997621,1.721522569656372,0.8483248489930793
7,atrialfibrillation_train_7,1,0,8,1.0,0.1,0.1,1.0,0.5522474852403781,0.99999999999,1.104494970481861,zpia,zpia_telm2,0.00013449793249578967,0.028382749631166746,1.109437028479552,0.16218506041738864,0.7262377738952637,0.6739791356199741
10,atrialfibrillation_train_9,1,0,9,1.0,0.1,0.1,1.0,0.24743156746443468,0.99999999999,0.49486313492936423,zpia,zpia_telm2,0.00013391747512692784,0.02548381587813149,1.0907031585374194,0.13801443868078359,3.901768684387207,0.9801940600898342
