dataset,seed,variant,train_acc,train_macro_f1,val_acc,val_macro_f1,test_acc,test_macro_f1,best_epoch
selfregulationscp1,1,spatial_only,0.8656716417910447,0.8651911468812876,0.8507462686567164,0.8504464285714286,0.8498293515358362,0.8495331465919701,3
selfregulationscp1,1,manifold_only,0.6915422885572139,0.6902465698946112,0.6865671641791045,0.6865671641791045,0.5221843003412969,0.5060211946050096,3
selfregulationscp1,1,dual_stream,0.7810945273631841,0.7764408493427705,0.8507462686567164,0.8504464285714286,0.78839590443686,0.7873032971150244,2
