dataset,seed,status,algo,model,base_f1,act_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,act_stop_epoch,f1_gain_pct,base_best_val_f1,act_best_val_f1
natops,1,success,lraes,patchtst,0.7246252120798315,0.6995486204525752,-0.025076591627256395,0.0004447201477279047,2.9112344110793984,1.2526200404263608,0.3839416472342945,0.9999999999899999,5.820767181549378,-0.0071919914917089045,0.5,34,23,-3.46062871517435,0.7822510822510823,0.7756410256410255
