dataset,seed,status,algo,model,base_f1,act_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,act_stop_epoch,f1_gain_pct,base_best_val_f1,act_best_val_f1
articularywordrecognition,3,success,lraes,patchtst,0.9697823451910409,0.9764490118577075,0.006666666666666599,0.0002720812539064011,0.026209233138714205,1.1289235091284358,0.21118891055240185,0.9999999999899996,3.9383159926398696,-0.03560082730837166,0.65,100,77,0.6874394045515341,0.9840000000000001,0.9626666666666666
