epoch,p_lraes,p_zpia,reward_lraes,reward_zpia,aug_loss_lraes,aug_loss_zpia,margin_lraes,margin_zpia
1,0.5,0.5,0.4608343243598938,0.46120595932006836,0.4932481050491333,0.49317723512649536,-0.16544532775878906,-0.1647508144378662
2,0.4907134009214388,0.5092865990785612,0.5975011587142944,0.5987369418144226,0.397573322057724,0.3977186679840088,0.576736569404602,0.5835369825363159
3,0.46461843801782854,0.5353815619821715,0.670488715171814,0.6735706329345703,0.3315465450286865,0.3308264911174774,1.1388405561447144,1.1524112224578857
4,0.40761142006611006,0.5923885799338899,0.7339142560958862,0.7387077212333679,0.28779593110084534,0.28629815578460693,1.5504472255706787,1.568680763244629
5,0.3423756844525472,0.6576243155474529,0.7850031852722168,0.7926359176635742,0.23835019767284393,0.2352684587240219,1.782620906829834,1.8111166954040527
6,0.2604376118575852,0.7395623881424148,0.8316243886947632,0.8414124846458435,0.19647881388664246,0.19116030633449554,1.9929893016815186,2.0388269424438477
7,0.19208127435547048,0.8079187256445295,0.8690983653068542,0.8762326240539551,0.15674246847629547,0.1500549614429474,2.2383151054382324,2.2764153480529785
8,0.19283548325032868,0.8071645167496714,0.9007732272148132,0.9053747653961182,0.11911635100841522,0.11481409519910812,2.5355381965637207,2.572286367416382
9,0.23886534934384698,0.761134650656153,0.9267398715019226,0.9296220541000366,0.09044425934553146,0.08785241097211838,2.900394916534424,2.9382312297821045
10,0.2993091556603172,0.7006908443396829,0.9471442699432373,0.9488217234611511,0.06812986731529236,0.06662479043006897,3.2179362773895264,3.2499289512634277
11,0.3581072044404172,0.6418927955595828,0.961040735244751,0.9627823829650879,0.05204957723617554,0.05073799937963486,3.4908623695373535,3.53944730758667
12,0.38594738263052497,0.614052617369475,0.9697208404541016,0.9705953001976013,0.04101499915122986,0.04053753614425659,3.722161293029785,3.7658519744873047
13,0.4211677512894795,0.5788322487105205,0.9749854803085327,0.9765876531600952,0.036886103451251984,0.035655952990055084,4.040808200836182,4.111844539642334
14,0.4208687973389269,0.5791312026610731,0.973345935344696,0.9728937149047852,0.034194231033325195,0.03457682579755783,4.1250104904174805,4.133316993713379
15,0.4717322092508698,0.5282677907491302,0.9837678670883179,0.9841877222061157,0.022206034511327744,0.021443678066134453,4.416301727294922,4.443867206573486
