epoch,p_lraes,p_zpia,reward_lraes,reward_zpia,aug_loss_lraes,aug_loss_zpia,margin_lraes,margin_zpia
1,0.5,0.5,0.45491454005241394,0.45520955324172974,0.5022107362747192,0.5023154616355896,-0.1879575550556183,-0.18705865740776062
2,0.49262680917403434,0.5073731908259658,0.5751000642776489,0.5752591490745544,0.4251832962036133,0.4254043698310852,0.5101017951965332,0.5088456273078918
3,0.492336620139892,0.507663379860108,0.62745201587677,0.6275320649147034,0.37905025482177734,0.37968939542770386,0.8755446672439575,0.8737539052963257
4,0.4941671268656922,0.5058328731343079,0.6860420107841492,0.6859239339828491,0.334391325712204,0.3353561758995056,1.1617729663848877,1.1587879657745361
5,0.5000353462861449,0.4999646537138551,0.7466217279434204,0.7460874319076538,0.28475791215896606,0.2860875427722931,1.390775442123413,1.3850231170654297
6,0.513362377976737,0.4866376220232631,0.8033027052879333,0.8036009073257446,0.2351996898651123,0.23583602905273438,1.6432621479034424,1.6418107748031616
7,0.49922834704516905,0.500771652954831,0.8602408170700073,0.8616711497306824,0.18093150854110718,0.1801741123199463,2.06876802444458,2.0737876892089844
8,0.46409773185890635,0.5359022681410937,0.9069416522979736,0.908662736415863,0.13230755925178528,0.1305827498435974,2.4624295234680176,2.4685840606689453
9,0.43944162854894975,0.5605583714510503,0.935826301574707,0.9380954504013062,0.09440231323242188,0.09218408912420273,2.8150482177734375,2.824460029602051
10,0.41394611017708827,0.5860538898229118,0.9529412984848022,0.9547210931777954,0.0680120438337326,0.06663064658641815,3.1511001586914062,3.16168475151062
11,0.4129421269541452,0.5870578730458548,0.9656206965446472,0.9661024808883667,0.05019146949052811,0.05032835528254509,3.477242946624756,3.4779555797576904
12,0.4444357654004336,0.5555642345995664,0.9737977385520935,0.9733688235282898,0.03880692273378372,0.039888814091682434,3.798095464706421,3.792184829711914
13,0.4829341875737314,0.5170658124262686,0.9575619101524353,0.9577711820602417,0.04912753030657768,0.049895644187927246,3.916914701461792,3.906982421875
14,0.48623605970851913,0.5137639402914809,0.9223924875259399,0.9228753447532654,0.06720440834760666,0.06866824626922607,3.8549325466156006,3.8541693687438965
15,0.4810559719879779,0.5189440280120222,0.9775172472000122,0.9772608280181885,0.03131430596113205,0.03192873299121857,4.192868232727051,4.200307369232178
