epoch,p_lraes,p_zpia,reward_lraes,reward_zpia,aug_loss_lraes,aug_loss_zpia,margin_lraes,margin_zpia
1,0.5,0.5,0.4664739966392517,0.4667680263519287,0.5034500956535339,0.5028929710388184,-0.136658176779747,-0.13548140227794647
2,0.4926513747749115,0.5073486252250886,0.5944333076477051,0.5974732041358948,0.4609311819076538,0.46089228987693787,0.4455045163631439,0.46277639269828796
3,0.42258582995179783,0.5774141700482022,0.6753119230270386,0.675926685333252,0.3872641921043396,0.38622164726257324,0.856072187423706,0.867947518825531
4,0.4459431896602999,0.5540568103397002,0.7574133276939392,0.7573246955871582,0.30929291248321533,0.30846092104911804,1.2919700145721436,1.305137038230896
5,0.4751873394795948,0.5248126605204052,0.828790545463562,0.8307280540466309,0.23045146465301514,0.22978472709655762,1.7360455989837646,1.7619752883911133
6,0.43975309771681625,0.5602469022831837,0.8746292591094971,0.8765902519226074,0.1708785742521286,0.16837775707244873,2.080052614212036,2.1066627502441406
7,0.4214706257261781,0.5785293742738219,0.9109585285186768,0.9119080901145935,0.1259847730398178,0.12372984737157822,2.458232879638672,2.4804348945617676
8,0.4370673656159083,0.5629326343840917,0.9382408857345581,0.9389521479606628,0.09224759042263031,0.09117172658443451,2.8290023803710938,2.8632965087890625
9,0.4507820518735328,0.5492179481264672,0.954126238822937,0.9546427726745605,0.06937289983034134,0.06881039589643478,3.1353302001953125,3.1718978881835938
10,0.4624891519828014,0.5375108480171986,0.9669541120529175,0.967399537563324,0.05142610892653465,0.050626978278160095,3.496314525604248,3.5236754417419434
11,0.4701162969039936,0.5298837030960064,0.9731316566467285,0.9735488295555115,0.04036965221166611,0.03957238793373108,3.737290382385254,3.762796401977539
12,0.47463487168627116,0.525365128313729,0.9780818819999695,0.9787650108337402,0.03363640978932381,0.03250177204608917,4.000789642333984,4.015958786010742
13,0.47026573152925466,0.5297342684707453,0.9798042178153992,0.9801560640335083,0.02848944067955017,0.02822127938270569,4.093825817108154,4.12938928604126
14,0.476340338271272,0.523659661728728,0.9866108894348145,0.9872206449508667,0.020814476534724236,0.020127128809690475,4.439661026000977,4.4714813232421875
15,0.47294514552904054,0.5270548544709596,0.9886371493339539,0.9893032908439636,0.018551938235759735,0.01741858199238777,4.677630424499512,4.6906657218933105
