anchor_index,tid,tier_ratio,tier_label,direction_id,sign,safe_upper_bound,gamma_used,safe_radius_ratio,y,cA_transport_error_logeuc,cA_transport_error_fro
0,heartbeat_train_39,0.25,small,4,1.0,0.1,0.025,0.2499999999975,0,10.218829806345385,0.0007026082329558725
0,heartbeat_train_39,0.5,mid,4,1.0,0.1,0.05,0.499999999995,0,10.218033634318951,0.0007023491757759755
0,heartbeat_train_39,0.9,edge,4,1.0,0.1,0.09000000000000001,0.899999999991,0,10.2167699689912,0.0007020457787681432
1,heartbeat_train_25,0.25,small,5,-1.0,0.1,0.025,0.2499999999975,0,8.041200435132621,0.0007027639206293401
1,heartbeat_train_25,0.5,mid,5,-1.0,0.1,0.05,0.499999999995,0,8.040291729179096,0.0007026617651012879
1,heartbeat_train_25,0.9,edge,5,-1.0,0.1,0.09000000000000001,0.899999999991,0,8.038831771939487,0.000702616412910034
2,heartbeat_train_55,0.25,small,3,-1.0,0.1,0.025,0.2499999999975,0,8.477387999609125,0.00070294856083978
2,heartbeat_train_55,0.5,mid,3,-1.0,0.1,0.05,0.499999999995,0,8.47910407515977,0.0007030378299673067
2,heartbeat_train_55,0.9,edge,3,-1.0,0.1,0.09000000000000001,0.899999999991,0,8.481859056062197,0.0007033117422633022
3,heartbeat_train_87,0.25,small,4,1.0,0.1,0.025,0.2499999999975,1,9.813139519215138,0.0007026304023916618
3,heartbeat_train_87,0.5,mid,4,1.0,0.1,0.05,0.499999999995,1,9.812657590798116,0.0007024431159248266
3,heartbeat_train_87,0.9,edge,4,1.0,0.1,0.09000000000000001,0.899999999991,1,9.811891701642873,0.0007023579170778158
4,heartbeat_train_4,0.25,small,2,1.0,0.1,0.025,0.2499999999975,0,9.409551170279542,0.0007040911323357453
4,heartbeat_train_4,0.5,mid,2,1.0,0.1,0.05,0.499999999995,0,9.417088234349805,0.0007053108303657856
4,heartbeat_train_4,0.9,edge,2,1.0,0.1,0.09000000000000001,0.899999999991,0,9.429150042036,0.0007073679339465683
5,heartbeat_train_199,0.25,small,3,-1.0,0.1,0.025,0.2499999999975,1,9.958482921348402,0.0007029306858875446
5,heartbeat_train_199,0.5,mid,3,-1.0,0.1,0.05,0.499999999995,1,9.961338468187654,0.0007029812727094452
5,heartbeat_train_199,0.9,edge,3,-1.0,0.1,0.09000000000000001,0.899999999991,1,9.965910534277649,0.0007031486007184694
6,heartbeat_train_163,0.25,small,1,1.0,0.1,0.025,0.2499999999975,1,10.581700191942844,0.0007044740547600525
6,heartbeat_train_163,0.5,mid,1,1.0,0.1,0.05,0.499999999995,1,10.583162062334528,0.0007060459716368979
6,heartbeat_train_163,0.9,edge,1,1.0,0.1,0.09000000000000001,0.899999999991,1,10.585501864640042,0.000708603875934418
7,heartbeat_train_63,0.25,small,4,1.0,0.1,0.025,0.2499999999975,1,9.72501931678472,0.0007026015977248068
7,heartbeat_train_63,0.5,mid,4,1.0,0.1,0.05,0.499999999995,1,9.724254860989404,0.0007023290343093182
7,heartbeat_train_63,0.9,edge,4,1.0,0.1,0.09000000000000001,0.899999999991,1,9.72302881332992,0.0007019910434124426
8,heartbeat_train_42,0.25,small,3,-1.0,0.1,0.025,0.2499999999975,0,9.626344305478172,0.0007029285469565124
8,heartbeat_train_42,0.5,mid,3,-1.0,0.1,0.05,0.499999999995,0,9.629054516039721,0.0007029730077757309
8,heartbeat_train_42,0.9,edge,3,-1.0,0.1,0.09000000000000001,0.899999999991,0,9.633393756587758,0.0007031229795621115
9,heartbeat_train_62,0.25,small,4,-1.0,0.1,0.025,0.2499999999975,1,10.854077055087528,0.0007032915730583119
9,heartbeat_train_62,0.5,mid,4,-1.0,0.1,0.05,0.499999999995,1,10.85576067720028,0.0007037315520348537
9,heartbeat_train_62,0.9,edge,4,-1.0,0.1,0.09000000000000001,0.899999999991,1,10.858485882915241,0.0007045857259551546
10,heartbeat_train_84,0.25,small,2,1.0,0.1,0.025,0.2499999999975,1,10.473880953192545,0.0007040741920594212
10,heartbeat_train_84,0.5,mid,2,1.0,0.1,0.05,0.499999999995,1,10.482775607663617,0.0007052617175927565
10,heartbeat_train_84,0.9,edge,2,1.0,0.1,0.09000000000000001,0.899999999991,1,10.497032024028238,0.0007072366419020116
11,heartbeat_train_159,0.25,small,4,-1.0,0.1,0.025,0.2499999999975,1,8.825998004715572,0.0007032932673894401
11,heartbeat_train_159,0.5,mid,4,-1.0,0.1,0.05,0.499999999995,1,8.826657441697222,0.0007037163976535817
11,heartbeat_train_159,0.9,edge,4,-1.0,0.1,0.09000000000000001,0.899999999991,1,8.827700092943308,0.0007045050020836925
12,heartbeat_train_20,0.25,small,3,1.0,0.1,0.025,0.2499999999975,0,8.57170751032029,0.0007029541596076701
12,heartbeat_train_20,0.5,mid,3,1.0,0.1,0.05,0.499999999995,0,8.570302753951559,0.0007030486678397969
12,heartbeat_train_20,0.9,edge,3,1.0,0.1,0.09000000000000001,0.899999999991,0,8.5680757041682,0.0007033372524285399
13,heartbeat_train_93,0.25,small,3,-1.0,0.1,0.025,0.2499999999975,1,10.919224735808793,0.0007029491132782235
13,heartbeat_train_93,0.5,mid,3,-1.0,0.1,0.05,0.499999999995,1,10.92069325625488,0.0007030018101384329
13,heartbeat_train_93,0.9,edge,3,-1.0,0.1,0.09000000000000001,0.899999999991,1,10.923046629322737,0.0007031393569184841
14,heartbeat_train_203,0.25,small,5,-1.0,0.1,0.025,0.2499999999975,1,9.620303046837176,0.0007027608831218165
14,heartbeat_train_203,0.5,mid,5,-1.0,0.1,0.05,0.499999999995,1,9.620351112647752,0.00070264870566544
14,heartbeat_train_203,0.9,edge,5,-1.0,0.1,0.09000000000000001,0.899999999991,1,9.620422161539128,0.0007025722782076315
15,heartbeat_train_0,0.25,small,1,1.0,0.1,0.025,0.2499999999975,0,10.997719476281247,0.0007044512547372646
15,heartbeat_train_0,0.5,mid,1,1.0,0.1,0.05,0.499999999995,0,11.000381693928066,0.0007059977614082699
15,heartbeat_train_0,0.9,edge,1,1.0,0.1,0.09000000000000001,0.899999999991,0,11.004641880310981,0.0007085094951307862
16,heartbeat_train_69,0.25,small,3,-1.0,0.1,0.025,0.2499999999975,1,10.05578449859468,0.0007029373451565206
16,heartbeat_train_69,0.5,mid,3,-1.0,0.1,0.05,0.499999999995,1,10.058211730981549,0.0007029912363745148
16,heartbeat_train_69,0.9,edge,3,-1.0,0.1,0.09000000000000001,0.899999999991,1,10.062096407104127,0.0007031584224074237
17,heartbeat_train_191,0.25,small,5,-1.0,0.1,0.025,0.2499999999975,1,9.1758893627698,0.0007027953518752226
