anchor_index,tid,tier_ratio,tier_label,direction_id,sign,safe_upper_bound,gamma_used,safe_radius_ratio,y,cA_transport_error_logeuc,cA_transport_error_fro
0,heartbeat_train_95,0.25,small,5,1.0,0.1,0.025,0.2499999999975,1,9.025826009704112,0.0007031410370776356
0,heartbeat_train_95,0.5,mid,5,1.0,0.1,0.05,0.499999999995,1,9.025292984386839,0.0007035901596567349
0,heartbeat_train_95,0.9,edge,5,1.0,0.1,0.09000000000000001,0.899999999991,1,9.024417371986614,0.0007047829956227383
1,heartbeat_train_55,0.25,small,4,1.0,0.1,0.025,0.2499999999975,0,8.473834333039438,0.0007023050947379256
1,heartbeat_train_55,0.5,mid,4,1.0,0.1,0.05,0.499999999995,0,8.471997903971864,0.0007018331726550228
1,heartbeat_train_55,0.9,edge,4,1.0,0.1,0.09000000000000001,0.899999999991,0,8.469057274350376,0.0007013640417087185
2,heartbeat_train_23,0.25,small,3,1.0,0.1,0.025,0.2499999999975,0,8.693152900685208,0.0007029643805919439
2,heartbeat_train_23,0.5,mid,3,1.0,0.1,0.05,0.499999999995,0,8.69081232431592,0.0007030540119896439
2,heartbeat_train_23,0.9,edge,3,1.0,0.1,0.09000000000000001,0.899999999991,0,8.68706544825125,0.000703299068058958
3,heartbeat_train_34,0.25,small,1,1.0,0.1,0.025,0.2499999999975,0,10.72542052442055,0.0007044822284465714
3,heartbeat_train_34,0.5,mid,1,1.0,0.1,0.05,0.499999999995,0,10.72820821932522,0.000706063304281013
3,heartbeat_train_34,0.9,edge,1,1.0,0.1,0.09000000000000001,0.899999999991,0,10.732669826159727,0.0007086382605001839
4,heartbeat_train_72,0.25,small,0,-1.0,0.1,0.025,0.2499999999975,1,9.834894358600037,0.000701800464946462
4,heartbeat_train_72,0.5,mid,0,-1.0,0.1,0.05,0.499999999995,1,9.836465310539838,0.0007006967912358207
4,heartbeat_train_72,0.9,edge,0,-1.0,0.1,0.09000000000000001,0.899999999991,1,9.838978842516214,0.0006989689732098552
5,heartbeat_train_130,0.25,small,0,1.0,0.1,0.025,0.2499999999975,1,9.71975723171215,0.000704054049334224
5,heartbeat_train_130,0.5,mid,0,1.0,0.1,0.05,0.499999999995,1,9.718870131497788,0.0007052048721306633
5,heartbeat_train_130,0.9,edge,0,1.0,0.1,0.09000000000000001,0.899999999991,1,9.717450055352167,0.0007070866774603763
6,heartbeat_train_4,0.25,small,3,-1.0,0.1,0.025,0.2499999999975,0,9.40483535945746,0.0007029284409092528
6,heartbeat_train_4,0.5,mid,3,-1.0,0.1,0.05,0.499999999995,0,9.407654895994098,0.0007029873586330041
6,heartbeat_train_4,0.9,edge,3,-1.0,0.1,0.09000000000000001,0.899999999991,0,9.412166509203113,0.0007031887226047851
7,heartbeat_train_53,0.25,small,1,1.0,0.1,0.025,0.2499999999975,0,10.34653989914214,0.0007044915128752054
7,heartbeat_train_53,0.5,mid,1,1.0,0.1,0.05,0.499999999995,0,10.348755748131829,0.0007060830395569414
7,heartbeat_train_53,0.9,edge,1,1.0,0.1,0.09000000000000001,0.899999999991,0,10.352301197095786,0.0007086772051511343
8,heartbeat_train_196,0.25,small,0,1.0,0.1,0.025,0.2499999999975,1,10.102639413432655,0.0007040612537925913
8,heartbeat_train_196,0.5,mid,0,1.0,0.1,0.05,0.499999999995,1,10.10114208356898,0.0007052189769076622
8,heartbeat_train_196,0.9,edge,0,1.0,0.1,0.09000000000000001,0.899999999991,1,10.098746367758894,0.000707111428477578
9,heartbeat_train_159,0.25,small,0,-1.0,0.1,0.025,0.2499999999975,1,8.826470881717173,0.0007018047320980667
9,heartbeat_train_159,0.5,mid,0,-1.0,0.1,0.05,0.499999999995,1,8.827608664024762,0.0007007053073377966
9,heartbeat_train_159,0.9,edge,0,-1.0,0.1,0.09000000000000001,0.899999999991,1,8.829428116194444,0.00069898374553099
10,heartbeat_train_112,0.25,small,4,1.0,0.1,0.025,0.2499999999975,1,9.769927421055147,0.0007023045795297949
10,heartbeat_train_112,0.5,mid,4,1.0,0.1,0.05,0.499999999995,1,9.765536694135633,0.0007017642513101267
10,heartbeat_train_112,0.9,edge,4,1.0,0.1,0.09000000000000001,0.899999999991,1,9.758509967610214,0.0007010578859697276
11,heartbeat_train_115,0.25,small,1,-1.0,0.1,0.025,0.2499999999975,1,9.35631566877874,0.0007013800920656689
11,heartbeat_train_115,0.5,mid,1,-1.0,0.1,0.05,0.499999999995,1,9.354136545829036,0.0006998614868710272
11,heartbeat_train_115,0.9,edge,1,-1.0,0.1,0.09000000000000001,0.899999999991,1,9.350648181534432,0.0006974795451374879
12,heartbeat_train_146,0.25,small,4,1.0,0.1,0.025,0.2499999999975,1,8.36209521475212,0.0007022799660271603
12,heartbeat_train_146,0.5,mid,4,1.0,0.1,0.05,0.499999999995,1,8.3588921514223,0.0007017016559987415
12,heartbeat_train_146,0.9,edge,4,1.0,0.1,0.09000000000000001,0.899999999991,1,8.353758147782358,0.00070090631173635
13,heartbeat_train_66,0.25,small,2,1.0,0.1,0.025,0.2499999999975,1,7.018835464702869,0.0007031853336103591
13,heartbeat_train_66,0.5,mid,2,1.0,0.1,0.05,0.499999999995,1,7.018647813912488,0.000703499471242679
