dataset,seed,candidate_total_count,step_tier_count,E_w_small,admission_small,tier_margin_mean_small,tier_transport_error_logeuc_mean_small,tier_alignment_cosine_mean_small,tier_count_small,E_w_mid,admission_mid,tier_margin_mean_mid,tier_transport_error_logeuc_mean_mid,tier_alignment_cosine_mean_mid,tier_count_mid,E_w_edge,admission_edge,tier_margin_mean_edge,tier_transport_error_logeuc_mean_edge,tier_alignment_cosine_mean_edge,tier_count_edge
atrialfibrillation,1,36,3,0.5642048428995315,0.5833333333333334,1.0957589137057464,0.027442578873215804,0.03136669471859932,12,0.5625456617618813,0.5833333333333334,1.0871659636497497,0.02773177567705289,0.03115566020521025,12,0.5594036806006835,0.5833333333333334,1.0564607458603053,0.02802568277434748,0.03084910529044767,12
