dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,wavelet_object_mode,wavelet_name,wavelet_level,wavelet_level_eff,wavelet_secondary_detail_level,wavelet_detail_gamma_scale,cA_length,cDm_length,cDm_energy_mean,cD_frozen_count,wavelet_recon_error_mean,cA_identity_bridge_error_mean,cDm_identity_bridge_error_mean,idwt_identity_recon_error_mean,cA_transport_error_fro_mean,cA_transport_error_logeuc_mean,cDm_transport_error_fro_mean,cDm_transport_error_logeuc_mean,dual_transport_error_logeuc_mean,step_tier_count,effective_k_dir_dm,feedback_weight_mean,feedback_weight_std,last_orig_ce_loss,last_weighted_aug_ce_loss,last_aug_margin_mean
atrialfibrillation,1,success,lraes,resnet1d,wavelet_mba,0.26495726495726496,0.19907407407407407,-0.06588319088319089,-24.865582013097544,15,15,0.2222222222222222,0.5555555555555555,0.0,0.0,0.0,0.0,0.5499999999945,1.0983629036533549,0.0,0.0,36,36,10,9,ca_only,db4,2,2,2,0.5,165,165,0.03141305871988321,2,2.0137820097536836e-17,4.474557535705377e-09,0.0,1.0124480022253517e-09,0.00012883875218153935,0.008702486926380659,0.0,0.0,0.0,3,0,0.8428505108864219,0.18680052822789933,0.026466503739356995,0.025657938793301582,4.2027177810668945
atrialfibrillation,2,success,lraes,resnet1d,wavelet_mba,0.16666666666666666,0.20000000000000004,0.03333333333333338,19.999988000007228,15,13,0.16666666666666666,0.5555555555555555,0.0,0.0,0.0,0.0,0.5499999999945,1.0503525640763844,0.0,0.0,36,36,10,9,ca_only,db4,2,2,2,0.5,165,165,0.028094665713668445,2,1.9605168722611887e-17,4.557308940848068e-09,0.0,9.86486838470797e-10,0.00012614687974650142,0.010348601456696605,0.0,0.0,0.0,3,0,0.8103695345612673,0.19096598687897604,0.037414681166410446,0.035205595195293427,3.95542311668396
atrialfibrillation,3,success,lraes,resnet1d,wavelet_mba,0.3356643356643357,0.14035087719298245,-0.19531345847135323,-58.187117168011994,15,14,0.2222222222222222,0.5555555555555555,0.0,0.0,0.0,0.0,0.5499999999945,0.8483650835112782,0.0,0.0,36,36,10,9,ca_only,db4,2,2,2,0.5,165,165,0.025830038394756134,2,1.8412835735801478e-17,4.249906493691716e-09,0.0,9.64641772338196e-10,0.00012899163742218425,0.009887068601458465,0.0,0.0,0.0,3,0,0.8645638826465796,0.16849827271835136,0.01504044234752655,0.015007555484771729,4.693169116973877
