anchor_index,candidate_local_index,tid,y,delta_norm_raw,delta_norm_safe,safe_radius_ratio,manifold_margin,basis_rank_count,transport_error_fro,transport_error_logeuc,bridge_cond_A,metric_preservation_error,alignment_cosine,is_conflict,entropy_orig,entropy_aug,entropy_shift,alignment_challenge,entropy_challenge,alignment_norm,entropy_norm,challenge_score,fidelity_score,hard_positive_score,is_valid_candidate,selected_rank
0,0,motorimagery_train_148,0,0.19905631187561243,0.19905631187561243,0.9999999999989999,5.440409435924852,10,0.0007052047318672635,0.00010729869899631217,1.1905951825765257,0.32927337395289447,-0.14470025897026062,1.0,0.6929123401641846,0.6927026510238647,-0.00020968914031982422,0.5723501294851303,0.0,1.0,0.0,0.7,0.9998927070573033,0.6999248949394122,1,1
1,0,motorimagery_train_226,1,0.2365500130866794,0.2365500130866794,0.9999999999989999,5.120408328341502,10,0.0007370683284443401,7.630235345310653e-05,1.189445832062709,0.4306944692133435,-0.13879641890525818,1.0,0.6103561520576477,0.604935884475708,-0.005420267581939697,0.5693982094526291,0.0,1.0,0.0,0.7,0.9999237005574975,0.6999465903895481,1,1
2,2,motorimagery_train_1,1,0.16493848659870344,0.16493848659870344,0.9999999999989999,5.254205949321749,10,0.000716036056804869,0.00012097531778756831,1.1262654881433403,0.2846612825896956,-0.10123834013938904,1.0,0.6878602504730225,0.6882859468460083,0.00042569637298583984,0.5506191700696945,0.00042569637298583984,1.0,1.0,1.0,0.9998790319994312,0.9998790319984312,1,1
3,2,motorimagery_train_220,0,0.14843147565617643,0.14843147565617643,0.9999999999989999,6.4408527839117555,10,0.0007216565372313823,0.00010505452806343562,1.0611540119553564,0.2180556457089773,-0.002948388457298279,1.0,0.6913158297538757,0.6913186311721802,2.8014183044433594e-06,0.5014741942286491,2.8014183044433594e-06,1.0,1.0,1.0,0.9998949509899703,0.9998949509889703,1,1
4,2,motorimagery_train_188,1,0.1208362310664927,0.1208362310664927,0.9999999999989999,6.627363990742463,10,0.00072435830236454,0.00010471767988061615,1.1546123647799067,0.2775627942726633,-0.13995634019374847,1.0,0.6191551089286804,0.6165450811386108,-0.00261002779006958,0.5699781700968742,0.0,1.0,0.0,0.7,0.9998952878028243,0.699926701461277,1,1
5,3,motorimagery_train_175,1,0.18289946779977828,0.18289946779977828,0.9999999999989999,6.022587475851957,10,0.0007313631183138367,0.00010329981626691349,1.1313931390327492,0.28415721277949424,-0.0743337944149971,1.0,0.6885491609573364,0.6887616515159607,0.00021249055862426758,0.5371668972074986,0.00021249055862426758,1.0,1.0,1.0,0.9998967055189755,0.9998967055179755,1,1
6,3,motorimagery_train_256,1,0.17245050678186438,0.17245050678186438,0.9999999999989999,5.672176387366904,10,0.0007153037576263016,0.00011735593994138249,1.1541323336820686,0.31143422120704717,-0.1637052595615387,1.0,0.6445966958999634,0.6416228413581848,-0.0029738545417785645,0.5818526297807693,0.0,1.0,0.0,0.7,0.9998826509459976,0.6999178556614982,1,1
7,2,motorimagery_train_197,0,0.19998555530340373,0.19998555530340373,0.9999999999989999,6.0484270850229285,10,0.0007099256923795753,9.684516896359734e-05,1.174874544163925,0.35750072802113114,-0.05700773000717163,1.0,0.5875637531280518,0.5884422063827515,0.000878453254699707,0.5285038650035858,0.000878453254699707,0.9412839711500601,1.0,0.9588987798050421,0.9999031595203784,0.9588059195863383,1,1
8,1,motorimagery_train_250,0,0.1408400099007578,0.1408400099007578,0.9999999999989999,5.047707681755334,10,0.000709499770175189,0.00011968003562061732,1.0558619077179838,0.18160227813537663,-0.11844243109226227,1.0,0.6922920942306519,0.692148745059967,-0.00014334917068481445,0.5592212155461311,0.0,1.0,0.0,0.7,0.9998803271257493,0.6999162289873244,1,1
9,3,motorimagery_train_257,1,0.1637235305335171,0.1637235305335171,0.9999999999989999,6.4408527839117555,10,0.0007153365927160581,9.539573757344318e-05,1.1363827944030962,0.2829389127002317,-0.12751901149749756,1.0,0.6923677921295166,0.6921628713607788,-0.00020492076873779297,0.5637595057487488,0.0,1.0,0.0,0.7,0.9999046088124554,0.6999332261680187,1,1
10,2,motorimagery_train_129,1,0.273102337593328,0.273102337593328,0.9999999999989999,6.30406402840359,10,0.0007404733262447839,0.00011453824633589449,1.1067447612241517,0.37733596629918564,0.061631664633750916,0.0,0.690407395362854,0.6900872588157654,-0.00032013654708862305,0.46918416768312454,0.0,1.0,0.0,0.7,0.9998854683129187,0.699919827818343,1,1
