dataset,seed,ray_id,anchor_index,direction_id,sign,feedback_weight_small,alignment_cosine_small,transport_error_logeuc_small,feedback_weight_mid,alignment_cosine_mid,transport_error_logeuc_mid,feedback_weight_edge,alignment_cosine_edge,transport_error_logeuc_edge
atrialfibrillation,1,0,0,4,1.0,0.3958197164038817,0.09562577307224274,0.02754030813149027,0.3912368173400561,0.0987609252333641,0.027747243201229236,0.38383257314562796,0.10385430604219437,0.02804958294049684
atrialfibrillation,1,1,1,3,1.0,0.46530042092005414,-0.04242614656686783,0.12238013325206422,0.4689396391312281,-0.05059143900871277,0.12130288778855432,0.47637366751829785,-0.06278584152460098,0.1182898016784354
atrialfibrillation,1,2,2,1,-1.0,0.33107670495907465,-0.08494038879871368,0.02379264362544279,0.33153258884946507,-0.08489241451025009,0.02354492976510839,0.3323101652165254,-0.0848163366317749,0.023125545446388687
atrialfibrillation,1,3,3,6,-1.0,0.17688012400952477,-0.16996124386787415,0.005409629907765105,0.18149217016374072,-0.17026939988136292,0.005362876250921528,0.19020567936822771,-0.17036482691764832,0.005232958454686962
atrialfibrillation,1,4,4,8,1.0,0.340491777099669,0.00612915214151144,0.002216974841497377,0.34004026371985674,0.006588988937437534,0.0022282296496051444,0.34385851124922434,0.007291777059435844,0.0022338525920487687
atrialfibrillation,1,5,5,6,1.0,0.4728147933880488,-0.02488335408270359,0.028600445949232518,0.4699028854568799,-0.02149895578622818,0.028646318280415303,0.4643694408237934,-0.0158828217536211,0.028578669435425287
atrialfibrillation,1,6,6,6,-1.0,0.4986416588226954,-0.06593969464302063,0.013816506709820474,0.502123050391674,-0.06444358825683594,0.01386468991618638,0.507818715274334,-0.06199745833873749,0.01390289371843738
atrialfibrillation,1,7,7,7,-1.0,0.42637597968180974,-0.07054030895233154,0.03620635166607071,0.42832848789791267,-0.06874875724315643,0.03582893806289829,0.4317455604672432,-0.06588897854089737,0.03514977031531557
atrialfibrillation,1,8,8,0,1.0,0.35938966323932015,0.3122004568576813,0.018104013392625715,0.35554432223240534,0.3137984275817871,0.018331541544756635,0.34990078806877134,0.3163485527038574,0.018667140910583843
atrialfibrillation,1,9,9,2,1.0,0.25853305459410575,0.07564608007669449,0.007693212780291225,0.24728320326733713,0.07476221024990082,0.00790806590971498,0.23242558053849885,0.0732862651348114,0.008164634328768182
atrialfibrillation,1,10,10,4,-1.0,0.45042704977095127,-0.037553828209638596,0.025201530708724097,0.4498832955956459,-0.03699810802936554,0.024918020534241147,0.449060017367204,-0.036125145852565765,0.024434355505851674
atrialfibrillation,1,11,11,4,1.0,0.43347165957093237,-0.06268077343702316,0.013668493060852117,0.4370776469508807,-0.06200970709323883,0.013837648935138077,0.4438102109978596,-0.060826875269412994,0.014033987976727334
