dataset,seed,candidate_total_count,step_tier_count,E_w_small,admission_small,tier_margin_mean_small,tier_transport_error_logeuc_mean_small,tier_alignment_cosine_mean_small,tier_count_small,E_w_mid,admission_mid,tier_margin_mean_mid,tier_transport_error_logeuc_mean_mid,tier_alignment_cosine_mean_mid,tier_count_mid,E_w_edge,admission_edge,tier_margin_mean_edge,tier_transport_error_logeuc_mean_edge,tier_alignment_cosine_mean_edge,tier_count_edge
atrialfibrillation,2,36,3,0.4204012803580957,0.16666666666666666,0.5400260488386266,0.03283730601472269,0.057305108134945236,12,0.4198808383762905,0.16666666666666666,0.5507354811286657,0.0323744347640496,0.05877211938301722,12,0.41960065466672763,0.16666666666666666,0.562811335891537,0.031433966444458596,0.06110554623107115,12
