dataset,seed,status,algo,model,base_f1,mba_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,mba_stop_epoch,f1_gain_pct,base_best_val_f1,mba_best_val_f1
racketsports,1,success,lraes,patchtst,0.6904828379354828,0.626432178932179,-0.06405065900330387,0.00022190117134047627,0.00012116825205994808,1.0995321240948857,0.15647453938197067,0.9999999999899996,2.143864856004255,0.007733034249395132,0.35,48,29,-9.276211689576698,0.8433823529411765,0.8389180672268908
