dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir
atrialfibrillation,1,success,lraes,resnet1d,act,0.21367521367521367,0.1581196581196581,-0.05555555555555555,-25.999987832005694,15,15,0.2222222222222222,0.2222222222222222,0.00013045123052821093,0.027007746557902088,1.0698707727394803,0.12063880558845382,0.9999999999899997,1.0436398830928968,0.0,0.0,12,12,10,9
atrialfibrillation,2,success,lraes,resnet1d,act,0.24019607843137256,0.24019607843137256,0.0,0.0,15,15,0.5555555555555555,0.16666666666666666,0.00012726451184412755,0.03319881409800198,1.086073083108838,0.13032790888478032,0.9999999999899997,1.0337744315478616,0.0,0.0,12,12,10,9
atrialfibrillation,3,success,lraes,resnet1d,act,0.16666666666666666,0.16666666666666666,0.0,0.0,15,15,0.5555555555555555,0.5555555555555555,0.00012857617603696458,0.03211055124020953,1.0741921661684215,0.12194922116836561,0.9999999999899997,0.8437962467856867,0.0,0.0,12,12,10,9
