dataset,seed,arm,f1,status,warmup_f1,base_f1,act_f1,selected_anchor_count,selected_positive_count,candidate_total_count,hard_positive_score_mean,fidelity_score_mean,acl_last_ce_loss,acl_last_supcon_loss,selected_class_coverage_frac,selected_class_missing_frac,coverage_risk,dominant_metric,dominant_corr,dominance_gap,dominance_risk,supcon_active,source_arm_dir,source_dataset_dir,alignment_cosine,alignment_norm_mean,audit_files_present,candidate_csv,entropy_norm_mean,entropy_shift,fidelity_score,fidelity_score_mean_selected,hard_positive_score,pipeline,safe_radius_ratio,safe_radius_ratio_mean,selected_candidate_count,selected_csv,valid_candidate_count
japanesevowels,4,mba,0.9824746500680978,success,,0.95872577245056,0.9824746500680978,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_stability_confirm_v1/mba/japanesevowels,,,,,,,,,,mba,,,,,
japanesevowels,4,continue_ce,0.972230269391397,success,0.8800872599276588,0.972230269391397,0.9693460454186675,216,216,864,0.09935583838342528,0.10444521029618388,,,1.0,0.0,False,alignment_norm,0.8706135644443491,0.1714807887334232,False,,gcg_acl_n4,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_stability_confirm_v1/gcg_acl_n4/japanesevowels,-0.10128230080698375,0.4921611013618759,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_stability_confirm_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s4_candidate_scores.csv,0.3322345086414158,0.007370087739588969,0.10444521029618388,0.10444521029618388,0.09935583838342531,gcg_acl,0.9999999999989999,0.9999999999989999,216,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_stability_confirm_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s4_selected_positives.csv,864
japanesevowels,4,gcg_acl,0.9693460454186675,success,0.8800872599276588,0.972230269391397,0.9693460454186675,216,216,864,0.09935583838342528,0.10444521029618388,0.028999574948102236,2.445663094520569,1.0,0.0,False,alignment_norm,0.8706135644443491,0.1714807887334232,False,True,gcg_acl_n4,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_stability_confirm_v1/gcg_acl_n4/japanesevowels,-0.10128230080698375,0.4921611013618759,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_stability_confirm_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s4_candidate_scores.csv,0.3322345086414158,0.007370087739588969,0.10444521029618388,0.10444521029618388,0.09935583838342531,gcg_acl,0.9999999999989999,0.9999999999989999,216,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_stability_confirm_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s4_selected_positives.csv,864
japanesevowels,5,mba,0.9797609254810189,success,,0.961622977853755,0.9797609254810189,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_stability_confirm_v1/mba/japanesevowels,,,,,,,,,,mba,,,,,
japanesevowels,5,continue_ce,0.9799717811348589,success,0.8532037355997663,0.9799717811348589,0.9576231079975659,216,216,864,0.10340222752493258,0.1064397688409939,,,1.0,0.0,False,alignment_norm,0.8665373408399286,0.12496324783076407,False,,gcg_acl_n4,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_stability_confirm_v1/gcg_acl_n4/japanesevowels,-0.08712181566860872,0.5024235199025943,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_stability_confirm_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s5_candidate_scores.csv,0.35020589964806353,0.006496626702654693,0.10643976884099389,0.10643976884099389,0.10340222752493258,gcg_acl,0.9999999999989999,0.9999999999989999,216,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_stability_confirm_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s5_selected_positives.csv,864
japanesevowels,5,gcg_acl,0.9576231079975659,success,0.8532037355997663,0.9799717811348589,0.9576231079975659,216,216,864,0.10340222752493258,0.1064397688409939,0.01933031459338963,2.3902854323387146,1.0,0.0,False,alignment_norm,0.8665373408399286,0.12496324783076407,False,True,gcg_acl_n4,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_stability_confirm_v1/gcg_acl_n4/japanesevowels,-0.08712181566860872,0.5024235199025943,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_stability_confirm_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s5_candidate_scores.csv,0.35020589964806353,0.006496626702654693,0.10643976884099389,0.10643976884099389,0.10340222752493258,gcg_acl,0.9999999999989999,0.9999999999989999,216,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_stability_confirm_v1/gcg_acl_n4/japanesevowels/audit/japanesevowels_s5_selected_positives.csv,864
natops,1,mba,0.9187610613752923,success,,0.9312813650050185,0.9187610613752923,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/mba/natops,,,,,,,,,,mba,,,,,
natops,1,continue_ce,0.8890426513377333,success,0.9188836648350232,0.8890426513377333,0.9382222964426755,144,144,576,0.1445910504917135,0.1511304586637626,,,1.0,0.0,False,alignment_norm,0.7761686056677416,0.18305259069030333,False,,gcg_acl_n4,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/natops,-0.10009307883511712,0.497866205723182,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/natops/audit/natops_s1_candidate_scores.csv,0.3315998438919059,0.006932396823281629,0.1511304586637626,0.1511304586637626,0.14459105049171353,gcg_acl,0.9999999999989999,0.9999999999989999,144,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/natops/audit/natops_s1_selected_positives.csv,576
natops,1,gcg_acl,0.9382222964426755,success,0.9188836648350232,0.8890426513377333,0.9382222964426755,144,144,576,0.1445910504917135,0.1511304586637626,0.19281267871459326,2.957653204600016,1.0,0.0,False,alignment_norm,0.7761686056677416,0.18305259069030333,False,True,gcg_acl_n4,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/natops,-0.10009307883511712,0.497866205723182,True,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/natops/audit/natops_s1_candidate_scores.csv,0.3315998438919059,0.006932396823281629,0.1511304586637626,0.1511304586637626,0.14459105049171353,gcg_acl,0.9999999999989999,0.9999999999989999,144,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/gcg_acl_n4/natops/audit/natops_s1_selected_positives.csv,576
natops,2,mba,0.949719497111336,success,,0.8938046794609679,0.949719497111336,0,0,0,0.0,0.0,0.0,0.0,,,,,,,,,mba,/home/THL/project/MTS-PIA/standalone_projects/ACT_ManifoldBridge/results/acl_small_matrix_v1/mba/natops,,,,,,,,,,mba,,,,,
