alignment_metric,performance_metric,n_pairs,pearson,spearman
selected_alignment_mean,csta_u5_gain_vs_no_aug,21,-0.08709010797879566,0.15974025974025974
selected_alignment_mean,csta_u5_delta_vs_random_cov_state,21,0.2827504479267816,0.12987012987012986
selected_alignment_mean,csta_u5_delta_vs_pca_cov_state,21,0.47577651296257517,0.22857142857142856
selected_minus_random_alignment,csta_u5_gain_vs_no_aug,21,-0.2510493280016499,0.0012987012987012987
selected_minus_random_alignment,csta_u5_delta_vs_random_cov_state,21,-0.4204894150017634,-0.09090909090909091
selected_minus_random_alignment,csta_u5_delta_vs_pca_cov_state,21,-0.17502055262303845,-0.14545454545454545
selected_minus_pca_alignment,csta_u5_gain_vs_no_aug,21,-0.41043921197220434,0.01818181818181818
selected_minus_pca_alignment,csta_u5_delta_vs_random_cov_state,21,-0.2572603952389464,-0.10389610389610389
selected_minus_pca_alignment,csta_u5_delta_vs_pca_cov_state,21,-0.05649967858807577,0.05714285714285714
