method,direction_source,mean_tangent_alignment,mean_normal_leakage,n_datasets,n_seeds,available_rate,actual_candidate_audit_available_rate,mean_selected_minus_random,mean_selected_minus_pca
csta_top1_current,pca_cov,0.22904186868708082,0.7709581313129192,7,21,0.9895287958115183,0.0,0.0981949422416996,0.03758059861045245
csta_top1_current,pia_selected,0.22967087220048873,0.7703291277995112,7,21,0.9895287958115183,0.0,0.0981949422416996,0.03758059861045245
csta_top1_current,random_cov,0.14027193223254528,0.8597280677674547,7,21,0.9895287958115183,0.0,0.0981949422416996,0.03758059861045245
csta_topk_uniform_top5,pca_cov,0.22904186868708082,0.7709581313129192,7,21,0.9895287958115183,1.0,0.059070346916266156,-0.001543996714980982
csta_topk_uniform_top5,pia_selected,0.21365427309691604,0.786345726903084,7,21,0.9895287958115183,1.0,0.059070346916266156,-0.001543996714980982
csta_topk_uniform_top5,random_cov,0.14027193223254528,0.8597280677674547,7,21,0.9895287958115183,1.0,0.059070346916266156,-0.001543996714980982
pca_cov_state,pca_cov,0.22904186868708082,0.7709581313129192,7,21,0.9895287958115183,0.0,,
random_cov_state,random_cov,0.14027193223254528,0.8597280677674547,7,21,0.9895287958115183,0.0,,
