anchor_index,tid,tier_ratio,tier_label,direction_id,sign,safe_upper_bound,gamma_used,safe_radius_ratio,y,cA_transport_error_logeuc,cA_transport_error_fro
11,natops_train_100,0.5,mid,2,-1.0,0.1,0.05,0.499999999995,5,5.6667789609374495,0.00044259831469734283
11,natops_train_100,0.9,edge,2,-1.0,0.1,0.09000000000000001,0.899999999991,5,5.666174789288844,0.0004470178318256796
12,natops_train_131,0.25,small,9,1.0,0.1,0.025,0.2499999999975,1,6.230860398394357,0.0004413359625650915
12,natops_train_131,0.5,mid,9,1.0,0.1,0.05,0.499999999995,1,6.226199266534468,0.0004430935813575077
12,natops_train_131,0.9,edge,9,1.0,0.1,0.09000000000000001,0.899999999991,1,6.218950908960933,0.0004489829740168166
13,natops_train_85,0.25,small,3,-1.0,0.1,0.025,0.2499999999975,1,5.748244994680691,0.000441281721422749
13,natops_train_85,0.5,mid,3,-1.0,0.1,0.05,0.499999999995,1,5.746609853762769,0.0004434800170005098
13,natops_train_85,0.9,edge,3,-1.0,0.1,0.09000000000000001,0.899999999991,1,5.743946723135345,0.00045100463639986013
14,natops_train_111,0.25,small,0,-1.0,0.1,0.025,0.2499999999975,3,5.4906457961868025,0.0004412707668029166
14,natops_train_111,0.5,mid,0,-1.0,0.1,0.05,0.499999999995,3,5.485290389991639,0.0004438254247556514
14,natops_train_111,0.9,edge,0,-1.0,0.1,0.09000000000000001,0.899999999991,3,5.477313647922094,0.0004529105945455682
15,natops_train_49,0.25,small,6,-1.0,0.1,0.025,0.2499999999975,5,5.707609598368908,0.00044171199987831644
15,natops_train_49,0.5,mid,6,-1.0,0.1,0.05,0.499999999995,5,5.704209678228327,0.0004447112524139199
15,natops_train_49,0.9,edge,6,-1.0,0.1,0.09000000000000001,0.899999999991,5,5.698403571728619,0.0004543206545755874
