dataset,seed,test_acc,test_macro_f1,train_trial_count,test_trial_count,n_channels,seq_len,seq_len_model_input,protocol
ering,1,0.9777777777777777,0.9777233464139016,30,270,4,65,65,dataset_provided_train_test_full_sequence
