dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,direction_bank_source,feedback_margin_temperature,aug_loss_weight,feedback_weight_mean,feedback_weight_std,last_orig_ce_loss,last_weighted_aug_ce_loss,last_aug_margin_mean
natops,1,success,lraes,resnet1d,mba_feedback,0.9373000436629222,0.9426910525254838,0.005391008862561608,0.5751635587607844,15,15,0.972027972027972,0.9458874458874459,0.0004449594127140323,2.9109362773788097,1.2648716097010178,0.39614262421899604,0.9999999999899999,5.820767164174551,0.0,0.0,144,144,10,10,lraes,1.0,1.0,0.8983059446913777,0.18201226084035566,0.10594078029195468,0.024360431358218193,5.470225016276042
natops,2,success,lraes,resnet1d,mba_feedback,0.94962180852706,0.9659287282238102,0.016306919696750133,1.7172012935172776,15,15,0.9444444444444445,0.9720279720279721,0.0004453095489658778,2.9144199630812753,1.286187276981095,0.4183674112392138,0.9999999999899999,5.7362806886113855,0.0,0.0,144,144,10,10,lraes,1.0,1.0,0.8803323475747473,0.20146909628820492,0.024219616626699764,0.04147880772749583,5.033244609832764
natops,3,success,lraes,resnet1d,mba_feedback,0.8780165897375874,0.9023920602896441,0.02437547055205669,2.776196721196926,15,15,0.9458874458874459,0.972027972027972,0.0004454708182896267,2.9217935566599658,1.2845759609595702,0.41955914546602024,0.9999999999899999,5.643837013582446,0.0,0.0,144,144,10,10,lraes,1.0,1.0,0.8929963332734554,0.19786931245735348,0.17839837819337845,0.05387763058145841,4.564224720001221
