dataset,prototype_geometry_mode,class_idx,tangent_source,requested_tangent_rank,actual_tangent_rank,rank95,effective_rank,top1_energy_ratio,top1_top2_spectral_gap,singular_values,energy_probs,cumulative_energy,run_dir
natops,center_subproto,4,subproto_offsets,3,3,4,3.9710910320281982,0.2884981632232666,0.024591267108917236,"[0.9226617813110352, 0.882462739944458, 0.8418929576873779, 0.7822955250740051]","[0.2884981632232666, 0.26390689611434937, 0.24019929766654968, 0.20739565789699554]","[0.2884981632232666, 0.552405059337616, 0.7926043272018433, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_natops_seed1
natops,center_subproto,5,subproto_offsets,3,3,4,3.866184949874878,0.3544705808162689,0.1026257574558258,"[1.0305320024490356, 0.8686361908912659, 0.8101786971092224, 0.7232511043548584]","[0.3544705808162689, 0.2518448233604431, 0.2190881371498108, 0.17459645867347717]","[0.3544705808162689, 0.6063153743743896, 0.8254035115242004, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_natops_seed1
fingermovements,center_subproto,0,subproto_offsets,3,3,4,3.9865074157714844,0.2773404121398926,0.018167197704315186,"[0.8445637226104736, 0.8164336681365967, 0.7879407405853271, 0.755766749382019]","[0.2773404121398926, 0.2591732144355774, 0.24139899015426636, 0.22208738327026367]","[0.2773404121398926, 0.53651362657547, 0.7779126167297363, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_fingermovements_seed1
fingermovements,center_subproto,1,subproto_offsets,3,3,4,3.986104726791382,0.27985578775405884,0.028281420469284058,"[0.8652216196060181, 0.8203390836715698, 0.8137290477752686, 0.7689341902732849]","[0.27985578775405884, 0.2515743672847748, 0.24753646552562714, 0.22103339433670044]","[0.27985578775405884, 0.5314301252365112, 0.7789666056632996, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_fingermovements_seed1
selfregulationscp1,center_subproto,0,subproto_offsets,3,3,4,3.940209150314331,0.32033348083496094,0.06573754549026489,"[0.994943380355835, 0.8869986534118652, 0.8146111965179443, 0.8062167167663574]","[0.32033348083496094, 0.25459593534469604, 0.2147367149591446, 0.21033383905887604]","[0.32033348083496094, 0.574929416179657, 0.7896661162376404, 0.9999999403953552]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_selfregulationscp1_seed1
selfregulationscp1,center_subproto,1,subproto_offsets,3,3,4,3.8581643104553223,0.34658119082450867,0.06627145409584045,"[1.0501993894577026, 0.9444704055786133, 0.7758228182792664, 0.7651384472846985]","[0.34658119082450867, 0.2803097367286682, 0.1891413927078247, 0.18396766483783722]","[0.34658119082450867, 0.6268908977508545, 0.8160322904586792, 0.9999999403953552]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_selfregulationscp1_seed1
basicmotions,center_subproto,0,subproto_offsets,3,3,4,3.9978444576263428,0.26227670907974243,0.010805636644363403,"[0.7878990769386292, 0.771497905254364, 0.7638590335845947, 0.7532820105552673]","[0.26227670907974243, 0.25147107243537903, 0.2465159296989441, 0.23973627388477325]","[0.26227670907974243, 0.5137478113174438, 0.7602637410163879, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_basicmotions_seed1
basicmotions,center_subproto,1,subproto_offsets,3,3,4,3.997023582458496,0.2629668712615967,0.009329348802566528,"[0.776922881603241, 0.7630168795585632, 0.752693235874176, 0.7369058132171631]","[0.2629668712615967, 0.25363752245903015, 0.24682049453258514, 0.236575186252594]","[0.2629668712615967, 0.5166044235229492, 0.7634249329566956, 1.0000001192092896]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_basicmotions_seed1
basicmotions,center_subproto,2,subproto_offsets,3,3,4,3.9977896213531494,0.2590841054916382,0.0019136369228363037,"[0.7854123711585999, 0.7825064063072205, 0.7623804211616516, 0.755355179309845]","[0.2590841054916382, 0.2571704685688019, 0.2441117912530899, 0.23963360488414764]","[0.2590841054916382, 0.5162545442581177, 0.7603663206100464, 0.9999999403953552]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_basicmotions_seed1
basicmotions,center_subproto,3,subproto_offsets,3,3,4,3.994381904602051,0.2616198658943176,0.0026898980140686035,"[0.7875820398330688, 0.7835227251052856, 0.7718045115470886, 0.7355719804763794]","[0.2616198658943176, 0.258929967880249, 0.25124287605285645, 0.22820726037025452]","[0.2616198658943176, 0.5205498337745667, 0.7717927098274231, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_basicmotions_seed1
handmovementdirection,center_subproto,0,subproto_offsets,3,3,4,3.9594054222106934,0.2877647876739502,0.020668715238571167,"[0.9156636595726013, 0.8821672201156616, 0.8561079502105713, 0.7510324716567993]","[0.2877647876739502, 0.26709607243537903, 0.2515490651130676, 0.19359007477760315]","[0.2877647876739502, 0.5548608303070068, 0.8064098954200745, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handmovementdirection_seed1
handmovementdirection,center_subproto,1,subproto_offsets,3,3,4,3.993997812271118,0.2706920802593231,0.017417848110198975,"[0.8593564629554749, 0.8312488794326782, 0.8123468160629272, 0.7992451190948486]","[0.2706920802593231, 0.25327423214912415, 0.24188660085201263, 0.23414713144302368]","[0.2706920802593231, 0.5239663124084473, 0.7658529281616211, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handmovementdirection_seed1
handmovementdirection,center_subproto,2,subproto_offsets,3,3,4,3.9737610816955566,0.2815176844596863,0.009746462106704712,"[0.90229731798172, 0.8865404725074768, 0.8274727463722229, 0.7792071104049683]","[0.2815176844596863, 0.27177122235298157, 0.23676295578479767, 0.20994819700717926]","[0.2815176844596863, 0.5532889366149902, 0.7900518774986267, 1.0000001192092896]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handmovementdirection_seed1
handmovementdirection,center_subproto,3,subproto_offsets,3,3,4,3.9645230770111084,0.3084638714790344,0.07039123773574829,"[0.9208346009254456, 0.8089733719825745, 0.7936432957649231, 0.7852746248245239]","[0.3084638714790344, 0.23807263374328613, 0.2291351705789566, 0.22432835400104523]","[0.3084638714790344, 0.5465365052223206, 0.775671660900116, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_handmovementdirection_seed1
uwavegesturelibrary,center_subproto,0,subproto_offsets,3,3,4,3.962822914123535,0.29615384340286255,0.02816358208656311,"[0.915739119052887, 0.8711091876029968, 0.801829993724823, 0.7689095735549927]","[0.29615384340286255, 0.26799026131629944, 0.22705885767936707, 0.20879705250263214]","[0.29615384340286255, 0.5641441345214844, 0.7912030220031738, 1.0000001192092896]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_uwavegesturelibrary_seed1
uwavegesturelibrary,center_subproto,1,subproto_offsets,3,3,4,3.934677839279175,0.30369091033935547,0.027694225311279297,"[0.9421597123146057, 0.8981741666793823, 0.8295595049858093, 0.7350995540618896]","[0.30369091033935547, 0.27599668502807617, 0.23543868958950043, 0.18487367033958435]","[0.30369091033935547, 0.5796875953674316, 0.8151262998580933, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_uwavegesturelibrary_seed1
uwavegesturelibrary,center_subproto,2,subproto_offsets,3,3,4,3.9357502460479736,0.31777524948120117,0.05380445718765259,"[0.9221385717391968, 0.8404542803764343, 0.7615367770195007, 0.7343525886535645]","[0.31777524948120117, 0.2639707922935486, 0.21672523021697998, 0.20152872800827026]","[0.31777524948120117, 0.5817460417747498, 0.7984712719917297, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_uwavegesturelibrary_seed1
uwavegesturelibrary,center_subproto,3,subproto_offsets,3,3,4,3.962940216064453,0.28498658537864685,0.006238669157028198,"[0.8766627311706543, 0.8670140504837036, 0.7940528988838196, 0.7389037609100342]","[0.28498658537864685, 0.27874791622161865, 0.23380738496780396, 0.20245808362960815]","[0.28498658537864685, 0.5637345314025879, 0.7975419163703918, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_uwavegesturelibrary_seed1
uwavegesturelibrary,center_subproto,4,subproto_offsets,3,3,4,3.9868509769439697,0.27681541442871094,0.019176840782165527,"[0.8836487531661987, 0.8524913191795349, 0.8301553726196289, 0.7899647951126099]","[0.27681541442871094, 0.2576385736465454, 0.2443147748708725, 0.22123122215270996]","[0.27681541442871094, 0.5344539880752563, 0.77876877784729, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_uwavegesturelibrary_seed1
uwavegesturelibrary,center_subproto,5,subproto_offsets,3,3,4,3.9865591526031494,0.28079456090927124,0.02842128276824951,"[0.8882413506507874, 0.8420896530151367, 0.8265609741210938, 0.7927771210670471]","[0.28079456090927124, 0.25237327814102173, 0.2431512475013733, 0.22368091344833374]","[0.28079456090927124, 0.533167839050293, 0.7763190865516663, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_uwavegesturelibrary_seed1
uwavegesturelibrary,center_subproto,6,subproto_offsets,3,3,4,3.960007667541504,0.2816789448261261,0.011434167623519897,"[0.8911310434341431, 0.872856855392456, 0.8492669463157654, 0.7361864447593689]","[0.2816789448261261, 0.2702447772026062, 0.2558348476886749, 0.1922413855791092]","[0.2816789448261261, 0.5519237518310547, 0.8077585697174072, 0.9999999403953552]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_uwavegesturelibrary_seed1
uwavegesturelibrary,center_subproto,7,subproto_offsets,3,3,4,3.9695255756378174,0.29321882128715515,0.029344677925109863,"[0.9159952998161316, 0.8689519166946411, 0.8115164637565613, 0.7802705764770508]","[0.29321882128715515, 0.2638741433620453, 0.2301441878080368, 0.21276284754276276]","[0.29321882128715515, 0.5570929646492004, 0.7872371673583984, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_uwavegesturelibrary_seed1
epilepsy,center_subproto,0,subproto_offsets,3,3,4,3.9765172004699707,0.28430992364883423,0.018752068281173706,"[0.8331716656684875, 0.8052265048027039, 0.7599761486053467, 0.7221394181251526]","[0.28430992364883423, 0.2655578553676605, 0.23655001819133759, 0.21358224749565125]","[0.28430992364883423, 0.5498677492141724, 0.7864177823066711, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_epilepsy_seed1
epilepsy,center_subproto,1,subproto_offsets,3,3,4,3.979823350906372,0.2781963348388672,0.009263277053833008,"[0.8209277987480164, 0.8071446418762207, 0.7583217024803162, 0.7225053310394287]","[0.2781963348388672, 0.2689330577850342, 0.23738233745098114, 0.2154882401227951]","[0.2781963348388672, 0.5471293926239014, 0.7845117449760437, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_epilepsy_seed1
epilepsy,center_subproto,2,subproto_offsets,3,3,4,3.9866578578948975,0.2751559317111969,0.0156327486038208,"[0.7993976473808289, 0.7763570547103882, 0.7550403475761414, 0.714562714099884]","[0.2751559317111969, 0.2595231831073761, 0.24546721577644348, 0.2198537290096283]","[0.2751559317111969, 0.534679114818573, 0.7801463603973389, 1.0000001192092896]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_epilepsy_seed1
epilepsy,center_subproto,3,subproto_offsets,3,3,4,3.9913270473480225,0.2762603759765625,0.02746182680130005,"[0.8292017579078674, 0.7869095802307129, 0.7797436118125916, 0.757671058177948]","[0.2762603759765625, 0.24879854917526245, 0.24428783357143402, 0.23065325617790222]","[0.2762603759765625, 0.525058925151825, 0.7693467736244202, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_epilepsy_seed1
atrialfibrillation,center_subproto,0,subproto_offsets,3,3,4,3.9956181049346924,0.26656007766723633,0.014345496892929077,"[0.8165091872215271, 0.7942342758178711, 0.786643922328949, 0.7647044062614441]","[0.26656007766723633, 0.25221458077430725, 0.2474168986082077, 0.23380841314792633]","[0.26656007766723633, 0.5187746286392212, 0.7661915421485901, 0.9999999403953552]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_atrialfibrillation_seed1
atrialfibrillation,center_subproto,1,subproto_offsets,3,3,4,3.982599973678589,0.27323171496391296,0.0036103427410125732,"[0.8272188901901245, 0.8217355012893677, 0.7768133282661438, 0.7358368635177612]","[0.27323171496391296, 0.2696213722229004, 0.2409481406211853, 0.21619880199432373]","[0.27323171496391296, 0.5428531169891357, 0.783801257610321, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_atrialfibrillation_seed1
atrialfibrillation,center_subproto,2,subproto_offsets,3,3,4,3.9955389499664307,0.26952069997787476,0.021062791347503662,"[0.8170573711395264, 0.7844818234443665, 0.7776565551757812, 0.7675815224647522]","[0.26952069997787476, 0.2484579086303711, 0.24415336549282074, 0.2378680258989334]","[0.26952069997787476, 0.5179786086082458, 0.7621319890022278, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_atrialfibrillation_seed1
pendigits,center_subproto,0,subproto_offsets,3,3,4,3.9163756370544434,0.30930978059768677,0.040823161602020264,"[1.3708000183105469, 1.2771402597427368, 1.2344902753829956, 1.0202791690826416]","[0.30930978059768677, 0.2684866189956665, 0.25085386633872986, 0.17134976387023926]","[0.30930978059768677, 0.5777963995933533, 0.8286502361297607, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_pendigits_seed1
pendigits,center_subproto,1,subproto_offsets,3,3,4,3.992748260498047,0.2649346590042114,0.0033428966999053955,"[1.04624342918396, 1.0396218299865723, 1.0090185403823853, 0.9685676693916321]","[0.2649346590042114, 0.26159176230430603, 0.24641750752925873, 0.2270561158657074]","[0.2649346590042114, 0.5265264511108398, 0.7729439735412598, 1.0000001192092896]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_pendigits_seed1
pendigits,center_subproto,2,subproto_offsets,3,3,4,3.82053804397583,0.37885427474975586,0.13561877608299255,"[1.2668578624725342, 1.0150916576385498, 0.924792468547821, 0.863532543182373]","[0.37885427474975586, 0.2432354986667633, 0.2018854320049286, 0.17602479457855225]","[0.37885427474975586, 0.6220897436141968, 0.8239752054214478, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_pendigits_seed1
pendigits,center_subproto,3,subproto_offsets,3,3,4,3.9378926753997803,0.3165002167224884,0.0593181848526001,"[1.1287389993667603, 1.0174822807312012, 0.9665172696113586, 0.884285032749176]","[0.3165002167224884, 0.2571820318698883, 0.2320631444454193, 0.19425466656684875]","[0.3165002167224884, 0.5736822485923767, 0.8057453632354736, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_pendigits_seed1
pendigits,center_subproto,4,subproto_offsets,3,3,4,3.8868248462677,0.3132306933403015,0.02159479260444641,"[1.2587004899978638, 1.2145370244979858, 1.0840942859649658, 0.9073764681816101]","[0.3132306933403015, 0.2916359007358551, 0.23235584795475006, 0.16277755796909332]","[0.3132306933403015, 0.604866623878479, 0.8372224569320679, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_pendigits_seed1
pendigits,center_subproto,5,subproto_offsets,3,3,4,3.879615306854248,0.33937349915504456,0.06680405139923096,"[1.118483304977417, 1.0023725032806396, 0.8835799694061279, 0.8060704469680786]","[0.33937349915504456, 0.2725694477558136, 0.21179251372814178, 0.17626452445983887]","[0.33937349915504456, 0.6119429469108582, 0.8237354755401611, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_pendigits_seed1
pendigits,center_subproto,6,subproto_offsets,3,3,4,3.935091733932495,0.304140567779541,0.029222607612609863,"[1.166102409362793, 1.1086668968200684, 1.0268886089324951, 0.9096727967262268]","[0.304140567779541, 0.27491796016693115, 0.23585638403892517, 0.18508505821228027]","[0.304140567779541, 0.5790585279464722, 0.8149149417877197, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_pendigits_seed1
pendigits,center_subproto,7,subproto_offsets,3,3,4,3.925581693649292,0.32951024174690247,0.08229976892471313,"[1.242699384689331, 1.076378583908081, 1.0306986570358276, 0.9599092602729797]","[0.32951024174690247, 0.24721047282218933, 0.2266731858253479, 0.19660614430904388]","[0.32951024174690247, 0.5767207145690918, 0.8033939003944397, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_pendigits_seed1
pendigits,center_subproto,8,subproto_offsets,3,3,4,3.71294903755188,0.424348920583725,0.20871680974960327,"[1.4211969375610352, 1.0130932331085205, 0.9356356263160706, 0.9155279994010925]","[0.424348920583725, 0.2156321108341217, 0.18391963839530945, 0.17609938979148865]","[0.424348920583725, 0.6399810314178467, 0.8239006996154785, 1.0000001192092896]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_pendigits_seed1
pendigits,center_subproto,9,subproto_offsets,3,3,4,3.8174309730529785,0.35013753175735474,0.07401126623153687,"[1.2930842638015747, 1.1483157873153687, 1.0482875108718872, 0.8281633257865906]","[0.35013753175735474, 0.27612626552581787, 0.23011550307273865, 0.14362068474292755]","[0.35013753175735474, 0.6262637972831726, 0.8563792705535889, 0.9999999403953552]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_pendigits_seed1
racketsports,center_subproto,0,subproto_offsets,3,3,4,3.9886388778686523,0.27190229296684265,0.0114041268825531,"[0.8732357621192932, 0.8547269701957703, 0.8303439021110535, 0.7886037826538086]","[0.27190229296684265, 0.26049816608428955, 0.24584753811359406, 0.22175200283527374]","[0.27190229296684265, 0.5324004888534546, 0.7782480120658875, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_racketsports_seed1
racketsports,center_subproto,1,subproto_offsets,3,3,4,3.9843132495880127,0.27703043818473816,0.012681126594543457,"[0.8418811559677124, 0.8223868012428284, 0.7808110117912292, 0.7507885694503784]","[0.27703043818473816, 0.2643493115901947, 0.2382965385913849, 0.22032368183135986]","[0.27703043818473816, 0.5413797497749329, 0.7796763181686401, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_racketsports_seed1
racketsports,center_subproto,2,subproto_offsets,3,3,4,3.9798197746276855,0.27754953503608704,0.005319476127624512,"[0.877378523349762, 0.8689299821853638, 0.7969887852668762, 0.7832691073417664]","[0.27754953503608704, 0.2722300589084625, 0.2290186882019043, 0.22120171785354614]","[0.27754953503608704, 0.5497795939445496, 0.7787982821464539, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_racketsports_seed1
racketsports,center_subproto,3,subproto_offsets,3,3,4,3.9871864318847656,0.27668067812919617,0.01818874478340149,"[0.8470869064331055, 0.8187702298164368, 0.7927579879760742, 0.7596309781074524]","[0.27668067812919617, 0.2584919333457947, 0.24232831597328186, 0.22249910235404968]","[0.27668067812919617, 0.5351725816726685, 0.7775008678436279, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_racketsports_seed1
articularywordrecognition,center_subproto,0,subproto_offsets,3,3,4,3.9450526237487793,0.3064103126525879,0.03668588399887085,"[1.049416422843933, 0.9845920205116272, 0.9025874137878418, 0.8418775200843811]","[0.3064103126525879, 0.26972442865371704, 0.2266659140586853, 0.19719934463500977]","[0.3064103126525879, 0.5761347413063049, 0.8028006553649902, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_articularywordrecognition_seed1
articularywordrecognition,center_subproto,1,subproto_offsets,3,3,4,3.931936502456665,0.3026292324066162,0.033769041299819946,"[1.0911186933517456, 1.0284420251846313, 0.9912186861038208, 0.8385948538780212]","[0.3026292324066162, 0.26886019110679626, 0.24975019693374634, 0.1787603795528412]","[0.3026292324066162, 0.5714894533157349, 0.8212396502494812, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_articularywordrecognition_seed1
articularywordrecognition,center_subproto,2,subproto_offsets,3,3,4,3.945573568344116,0.30784595012664795,0.0443568229675293,"[1.0604554414749146, 0.9810859560966492, 0.9240914583206177, 0.8437856435775757]","[0.30784595012664795, 0.26348912715911865, 0.23376446962356567, 0.19490045309066772]","[0.30784595012664795, 0.5713350772857666, 0.8050995469093323, 1.0]",/home/THL/project/MTS-PIA/out/_active/verify_resnet1d_tangent_probe_20260418/e2/stage2_resnet1d_e2_center_subproto_tangent_probe_tau1p0_rank3_articularywordrecognition_seed1
