dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir
handwriting,1,success,lraes,resnet1d,act,0.2647332101658577,0.42391188925485523,0.15917867908899752,60.127937428527865,15,15,0.2494047619047619,0.24166666666666667,0.0001565928083545563,0.00032355496724791884,1.078226550549398,0.1141334172511124,0.8510652896440948,0.24298309895174477,0.0,0.0,120,120,10,10
handwriting,2,success,lraes,resnet1d,act,0.235855843616036,0.4381383519126784,0.2022825082966424,85.7652790916943,15,15,0.22626262626262625,0.38611111111111107,0.00015659592047428546,0.0003188433606455092,1.080364081679959,0.11729628526853318,0.8748595243881438,0.2591882417685239,0.0,0.0,120,120,10,10
handwriting,3,success,lraes,resnet1d,act,0.2518382860113333,0.3880447854637638,0.13620649945243052,54.084884202800176,15,15,0.19999999999999998,0.38611111111111107,0.00015632355516504774,0.00032426623525192246,1.08450574695746,0.11962040894895401,0.8676174661389138,0.2621793509247431,0.0,0.0,120,120,10,10
