dataset,seed,window_len,hop_len,z_dim,num_classes,gru_hidden_dim,dropout,skip_dense_gru,epochs,batch_size,lr,weight_decay,patience,minirocket_n_kernels,minirocket_n_jobs,knn_k,purity_quantile,continuity_quantile,prototype_count,cluster_mode,backbone_reference_csv
selfregulationscp1,1,179,1,21,2,128,0.3,1,3,32,0.001,0.0001,8,10000,1,5,50.0,75.0,4,kmeans_centroid,/home/THL/project/MTS-PIA/out/route_b_dense_trajectory_probe_20260330_formal/dense_trajectory_probe_per_seed.csv
