anchor_index,tid,tier_ratio,tier_label,direction_id,sign,safe_upper_bound,gamma_used,safe_radius_ratio,y,cA_transport_error_logeuc,cA_transport_error_fro
0,handwriting_train_13,0.25,small,7,-1.0,0.1,0.025,0.2499999999975,4,0.00032330552371892226,0.00015567732045045933
0,handwriting_train_13,0.5,mid,7,-1.0,0.1,0.05,0.499999999995,4,0.0003244517866451516,0.00015571180973816595
0,handwriting_train_13,0.9,edge,7,-1.0,0.1,0.09000000000000001,0.899999999991,4,0.0003262100800310994,0.0001562840843490643
1,handwriting_train_94,0.25,small,5,-1.0,0.1,0.025,0.2499999999975,11,0.00011445112780774906,0.0001549506366173536
1,handwriting_train_94,0.5,mid,5,-1.0,0.1,0.05,0.499999999995,11,0.00011380910667139894,0.00015415289761394846
1,handwriting_train_94,0.9,edge,5,-1.0,0.1,0.09000000000000001,0.899999999991,11,0.00011274275149459614,0.00015314950957842814
2,handwriting_train_54,0.25,small,8,-1.0,0.1,0.025,0.2499999999975,23,0.00010816289695609697,0.00015581939254079308
2,handwriting_train_54,0.5,mid,8,-1.0,0.1,0.05,0.499999999995,23,0.0001079925790552988,0.0001559249654695011
2,handwriting_train_54,0.9,edge,8,-1.0,0.1,0.09000000000000001,0.899999999991,23,0.00010770240534840147,0.00015645661654595323
3,handwriting_train_86,0.25,small,4,1.0,0.1,0.025,0.2499999999975,2,8.551174758549831e-05,0.00015489389046202296
3,handwriting_train_86,0.5,mid,4,1.0,0.1,0.05,0.499999999995,2,8.528853961550053e-05,0.00015405839549438986
3,handwriting_train_86,0.9,edge,4,1.0,0.1,0.09000000000000001,0.899999999991,2,8.492327274330566e-05,0.00015304242046752526
4,handwriting_train_58,0.25,small,7,-1.0,0.1,0.025,0.2499999999975,14,6.516454894194657e-05,0.00015564801123873006
4,handwriting_train_58,0.5,mid,7,-1.0,0.1,0.05,0.499999999995,14,6.507668220786214e-05,0.00015559268753413018
4,handwriting_train_58,0.9,edge,7,-1.0,0.1,0.09000000000000001,0.899999999991,14,6.492428723648794e-05,0.0001558890626046916
5,handwriting_train_141,0.25,small,2,-1.0,0.09268202936044931,0.023170507340112327,0.2317050733988062,15,5.071353340778072e-05,0.00015729450278901747
5,handwriting_train_141,0.5,mid,2,-1.0,0.09268202936044931,0.046341014680224654,0.4634101467976124,15,5.0709333506078994e-05,0.00015882652430255397
5,handwriting_train_141,0.9,edge,2,-1.0,0.09268202936044931,0.08341382642440438,0.8341382642357024,15,5.0699942608500596e-05,0.00016154300192320828
6,handwriting_train_121,0.25,small,9,1.0,0.1,0.025,0.2499999999975,13,6.290950367107543e-05,0.0001561588438802188
6,handwriting_train_121,0.5,mid,9,1.0,0.1,0.05,0.499999999995,13,6.305716936569763e-05,0.00015660819547558253
6,handwriting_train_121,0.9,edge,9,1.0,0.1,0.09000000000000001,0.899999999991,13,6.32845224335532e-05,0.00015768949186109772
7,handwriting_train_146,0.25,small,4,1.0,0.1,0.025,0.2499999999975,23,4.938597057115018e-05,0.00015489335597164715
7,handwriting_train_146,0.5,mid,4,1.0,0.1,0.05,0.499999999995,23,4.9280731284576164e-05,0.00015405629425345514
7,handwriting_train_146,0.9,edge,4,1.0,0.1,0.09000000000000001,0.899999999991,23,4.910623905188647e-05,0.00015303580691398625
8,handwriting_train_105,0.25,small,3,-1.0,0.1,0.025,0.2499999999975,21,7.156468021679154e-05,0.00015477636894802117
8,handwriting_train_105,0.5,mid,3,-1.0,0.1,0.05,0.499999999995,21,7.150629783281665e-05,0.00015381403289932964
8,handwriting_train_105,0.9,edge,3,-1.0,0.1,0.09000000000000001,0.899999999991,21,7.140380799089135e-05,0.00015256941041493166
9,handwriting_train_50,0.25,small,6,-1.0,0.1,0.025,0.2499999999975,5,8.110164867093003e-05,0.00015539467452290782
9,handwriting_train_50,0.5,mid,6,-1.0,0.1,0.05,0.499999999995,5,8.113455391554447e-05,0.00015507499537022567
9,handwriting_train_50,0.9,edge,6,-1.0,0.1,0.09000000000000001,0.899999999991,5,8.117370187498886e-05,0.00015491347362103064
10,handwriting_train_117,0.25,small,6,-1.0,0.1,0.025,0.2499999999975,1,5.5650279013321024e-05,0.00015539352377767754
10,handwriting_train_117,0.5,mid,6,-1.0,0.1,0.05,0.499999999995,1,5.549656240436545e-05,0.00015507040920485145
10,handwriting_train_117,0.9,edge,6,-1.0,0.1,0.09000000000000001,0.899999999991,1,5.524035773671579e-05,0.00015489874755288642
11,handwriting_train_29,0.25,small,2,-1.0,0.1,0.025,0.2499999999975,20,6.48438084137041e-05,0.0001574143977198393
11,handwriting_train_29,0.5,mid,2,-1.0,0.1,0.05,0.499999999995,20,6.495241260472225e-05,0.0001590938631448669
11,handwriting_train_29,0.9,edge,2,-1.0,0.1,0.09000000000000001,0.899999999991,20,6.51148035883083e-05,0.00016210741221045334
12,handwriting_train_118,0.25,small,9,1.0,0.1,0.025,0.2499999999975,17,7.233515193468736e-05,0.00015616085037752707
12,handwriting_train_118,0.5,mid,9,1.0,0.1,0.05,0.499999999995,17,7.252892276151129e-05,0.00015661630034463818
12,handwriting_train_118,0.9,edge,9,1.0,0.1,0.09000000000000001,0.899999999991,17,7.28260415639539e-05,0.0001577163148311247
13,handwriting_train_30,0.25,small,3,-1.0,0.07279151249095074,0.018197878122737685,0.18197878122555705,14,4.6423796622404556e-05,0.00015506163019131828
13,handwriting_train_30,0.5,mid,3,-1.0,0.07279151249095074,0.03639575624547537,0.3639575624511141,14,4.635155196496577e-05,0.00015431310797059435
13,handwriting_train_30,0.9,edge,3,-1.0,0.07279151249095074,0.06551236124185567,0.6551236124120053,14,4.6231672181917005e-05,0.00015326718866428188
14,handwriting_train_7,0.25,small,0,-1.0,0.1,0.025,0.2499999999975,21,0.00011123823865029509,0.00015400922023035043
14,handwriting_train_7,0.5,mid,0,-1.0,0.1,0.05,0.499999999995,21,0.00011129222204253683,0.0001522278657455363
14,handwriting_train_7,0.9,edge,0,-1.0,0.1,0.09000000000000001,0.899999999991,21,0.00011137678442329508,0.00014956545468201905
15,handwriting_train_5,0.25,small,6,-1.0,0.09268202757822055,0.02317050689455514,0.2317050689432343,6,5.702662906483406e-05,0.00015542499758400288
15,handwriting_train_5,0.5,mid,6,-1.0,0.09268202757822055,0.04634101378911028,0.4634101378864686,6,5.698957002785696e-05,0.0001551121575806717
15,handwriting_train_5,0.9,edge,6,-1.0,0.09268202757822055,0.0834138248203985,0.8341382481956435,6,5.692478357692877e-05,0.00015491329745559456
16,handwriting_train_82,0.25,small,6,-1.0,0.1,0.025,0.2499999999975,15,7.638404173747412e-05,0.00015539445040841596
16,handwriting_train_82,0.5,mid,6,-1.0,0.1,0.05,0.499999999995,15,7.619235032656342e-05,0.00015507408305114113
16,handwriting_train_82,0.9,edge,6,-1.0,0.1,0.09000000000000001,0.899999999991,15,7.587014485342021e-05,0.00015491052818994455
17,handwriting_train_49,0.25,small,4,-1.0,0.1,0.025,0.2499999999975,17,4.80737191212145e-05,0.0001570303917983781
17,handwriting_train_49,0.5,mid,4,-1.0,0.1,0.05,0.499999999995,17,4.8200949224676304e-05,0.00015833113987398858
17,handwriting_train_49,0.9,edge,4,-1.0,0.1,0.09000000000000001,0.899999999991,17,4.8397880150395204e-05,0.0001607355258744012
18,handwriting_train_98,0.25,small,7,-1.0,0.1,0.025,0.2499999999975,5,7.682410189048659e-05,0.00015564589790593804
18,handwriting_train_98,0.5,mid,7,-1.0,0.1,0.05,0.499999999995,5,7.67422338746e-05,0.00015558404375632341
18,handwriting_train_98,0.9,edge,7,-1.0,0.1,0.09000000000000001,0.899999999991,5,7.659955517802884e-05,0.0001558601522389055
19,handwriting_train_66,0.25,small,6,1.0,0.1,0.025,0.2499999999975,25,0.0012711619858467296,0.00015662637094498674
19,handwriting_train_66,0.5,mid,6,1.0,0.1,0.05,0.499999999995,25,0.0012745112048241235,0.00015769816804718894
19,handwriting_train_66,0.9,edge,6,1.0,0.1,0.09000000000000001,0.899999999991,25,0.001279578325822379,0.00016008833558170412
20,handwriting_train_44,0.25,small,4,1.0,0.1,0.025,0.2499999999975,10,8.435281252544818e-05,0.00015489645433724384
20,handwriting_train_44,0.5,mid,4,1.0,0.1,0.05,0.499999999995,10,8.43157166746655e-05,0.00015406885188320307
20,handwriting_train_44,0.9,edge,4,1.0,0.1,0.09000000000000001,0.899999999991,10,8.424820202441512e-05,0.00015307739980383397
21,handwriting_train_101,0.25,small,7,-1.0,0.1,0.025,0.2499999999975,12,8.719513066152187e-05,0.00015564336793982
