anchor_index,tid,tier_ratio,tier_label,direction_id,sign,safe_upper_bound,gamma_used,safe_radius_ratio,y,cA_transport_error_logeuc,cA_transport_error_fro
0,handwriting_train_108,0.25,small,5,1.0,0.1,0.025,0.2499999999975,14,9.263597729769675e-05,0.0001546325489678502
0,handwriting_train_108,0.5,mid,5,1.0,0.1,0.05,0.499999999995,14,9.227047992620248e-05,0.00015352217759723825
0,handwriting_train_108,0.9,edge,5,1.0,0.1,0.09000000000000001,0.899999999991,14,9.165947064442205e-05,0.00015202511780303932
1,handwriting_train_95,0.25,small,4,1.0,0.1,0.025,0.2499999999975,5,6.702049060273618e-05,0.0001573586091698501
1,handwriting_train_95,0.5,mid,4,1.0,0.1,0.05,0.499999999995,5,6.713820023583851e-05,0.0001589669121883343
1,handwriting_train_95,0.9,edge,4,1.0,0.1,0.09000000000000001,0.899999999991,5,6.731571326546468e-05,0.0001618286180066222
2,handwriting_train_56,0.25,small,7,-1.0,0.1,0.025,0.2499999999975,12,7.052394351113156e-05,0.00015617852921039
2,handwriting_train_56,0.5,mid,7,-1.0,0.1,0.05,0.499999999995,12,7.030557741973728e-05,0.00015664880559598611
2,handwriting_train_56,0.9,edge,7,-1.0,0.1,0.09000000000000001,0.899999999991,12,6.994216425076025e-05,0.00015776631006545247
3,handwriting_train_35,0.25,small,1,1.0,0.1,0.025,0.2499999999975,25,0.000143474529376011,0.00015734186856775615
3,handwriting_train_35,0.5,mid,1,1.0,0.1,0.05,0.499999999995,25,0.0001439490457190411,0.00015894293989851457
3,handwriting_train_35,0.9,edge,1,1.0,0.1,0.09000000000000001,0.899999999991,25,0.0001446859125932369,0.00016180989780924688
4,handwriting_train_83,0.25,small,8,-1.0,0.1,0.025,0.2499999999975,19,0.000175179860624616,0.00015670480323350252
4,handwriting_train_83,0.5,mid,8,-1.0,0.1,0.05,0.499999999995,19,0.00017540019134600605,0.00015772724637272653
4,handwriting_train_83,0.9,edge,8,-1.0,0.1,0.09000000000000001,0.899999999991,19,0.00017570452760589636,0.000159797300457703
5,handwriting_train_82,0.25,small,6,-1.0,0.1,0.025,0.2499999999975,15,7.63295282129514e-05,0.00015496383295813643
5,handwriting_train_82,0.5,mid,6,-1.0,0.1,0.05,0.499999999995,15,7.608248115943546e-05,0.00015417716117222864
5,handwriting_train_82,0.9,edge,6,-1.0,0.1,0.09000000000000001,0.899999999991,15,7.566980015311893e-05,0.00015318465828382266
6,handwriting_train_67,0.25,small,3,-1.0,0.1,0.025,0.2499999999975,5,8.817695382317205e-05,0.0001559189331561899
6,handwriting_train_67,0.5,mid,3,-1.0,0.1,0.05,0.499999999995,5,8.79258754461174e-05,0.00015611902058407378
6,handwriting_train_67,0.9,edge,3,-1.0,0.1,0.09000000000000001,0.899999999991,5,8.750770021220788e-05,0.00015678155764891678
7,handwriting_train_106,0.25,small,1,1.0,0.1,0.025,0.2499999999975,17,9.984037570194843e-05,0.0001573467244326579
7,handwriting_train_106,0.5,mid,1,1.0,0.1,0.05,0.499999999995,17,0.00010004235145244027,0.0001589627241633847
7,handwriting_train_106,0.9,edge,1,1.0,0.1,0.09000000000000001,0.899999999991,17,0.00010034925755588577,0.000161875731852494
8,handwriting_train_5,0.25,small,8,1.0,0.1,0.025,0.2499999999975,6,5.715396345166348e-05,0.00015523993408830285
8,handwriting_train_5,0.5,mid,8,1.0,0.1,0.05,0.499999999995,6,5.7244075306185634e-05,0.00015474509865286026
