anchor_index,tid,class_id,candidate_order,direction_id,sign,gamma_requested,gamma_used,direction_norm,safe_upper_bound,safe_radius_ratio,manifold_margin,algo,engine_id,direction_bank_source,transport_error_fro,transport_error_logeuc,bridge_cond_A,metric_preservation_error,margin_aug,feedback_weight
112,natops_train_1,2,0,9,1.0,0.1,0.1,1.0,2.277368789568532,0.99999999999,4.554737579141619,lraes,lraes,lraes,0.0004438566896993948,4.569985827390326,1.179076298054482,0.2754292309468704,2.615610361099243,0.93185950373939
70,natops_train_100,5,0,4,1.0,0.1,0.1,1.0,3.86034130662901,0.99999999999,7.720682613265741,lraes,lraes,lraes,0.0004460846759257998,1.471458095068654,1.2797368638736322,0.4160468714884403,3.8876264095306396,0.9799176340965156
39,natops_train_101,3,0,7,1.0,0.1,0.1,1.0,2.792949072101968,0.99999999999,5.585898144209523,lraes,lraes,lraes,0.0004427648764690625,0.8056110995602567,1.1043398175801322,0.23288787774899186,3.476243495941162,0.970004213570903
96,natops_train_102,1,0,5,1.0,0.1,0.1,1.0,2.4256249110926844,0.99999999999,4.851249822190221,lraes,lraes,lraes,0.00044432852240806604,4.771285012812881,1.328291070364411,0.4392205971135874,0.751868486404419,0.6795856966305333
79,natops_train_103,0,0,2,-1.0,0.1,0.1,1.0,2.373890014111715,0.99999999999,4.747780028228179,lraes,lraes,lraes,0.000444793051988964,4.3512063014957745,1.1550204182214536,0.28468845503324486,3.1054580211639404,0.9571173224873603
73,natops_train_104,1,0,7,1.0,0.1,0.1,1.0,2.31610784161473,0.99999999999,4.632215683234093,lraes,lraes,lraes,0.00044624915924593823,4.651576311492459,1.299871950441343,0.44073023125699584,1.3991901874542236,0.8020553520903336
133,natops_train_106,1,0,5,1.0,0.1,0.1,1.0,2.7337434955332967,0.99999999999,5.467486991072061,lraes,lraes,lraes,0.00044428402917611923,4.23615909660722,1.3287787986979118,0.4379851606536525,1.2546441555023193,0.7781027512996953
27,natops_train_107,5,0,4,1.0,0.1,0.1,1.0,4.377186584315057,0.99999999999,8.75437316863887,lraes,lraes,lraes,0.0004484538961313094,1.2118259833615321,1.3237932580739564,0.5188544122320143,4.236171722412109,0.9857433381998603
30,natops_train_108,4,0,8,-1.0,0.1,0.1,1.0,2.9619038556152817,0.99999999999,5.9238077112364875,lraes,lraes,lraes,0.00044266508192395874,0.8719029270815516,1.1913735124896256,0.34822691632956504,0.9555738568305969,0.7222347429350013
40,natops_train_109,3,0,6,-1.0,0.1,0.1,1.0,2.875117345822872,0.99999999999,5.750234691651495,lraes,lraes,lraes,0.0004441843199191098,1.8891537934294085,1.3269774461788377,0.46677061218445415,3.131683111190796,0.958180887702996
74,natops_train_11,0,0,3,-1.0,0.1,0.1,1.0,2.5023909242782065,0.99999999999,5.004781848561418,lraes,lraes,lraes,0.00044443402508313393,4.556896254143065,1.2897680141131418,0.4041470677890685,3.2676830291748047,0.9633033546672092
25,natops_train_110,2,0,7,-1.0,0.1,0.1,1.0,3.1399303381089525,0.99999999999,6.279860676224185,lraes,lraes,lraes,0.00044323659217032955,4.255756333036333,1.2233816385413,0.34713276263500076,2.5961456298828125,0.9306131066199588
60,natops_train_111,3,0,8,-1.0,0.1,0.1,1.0,3.447251133203819,0.99999999999,6.894502266414533,lraes,lraes,lraes,0.0004428162501782934,0.9612101719208157,1.2072288295197513,0.35627202740198216,3.3082761764526367,0.9647116435044161
109,natops_train_112,0,0,0,1.0,0.1,0.1,1.0,2.6223533855690566,0.99999999999,5.244706771143359,lraes,lraes,lraes,0.00044938032831272877,3.8295773595931477,1.2814660128906457,0.4614997428699755,4.259879112243652,0.986072699599513
81,natops_train_113,2,0,6,1.0,0.1,0.1,1.0,1.961235473472027,0.99999999999,3.9224709469479766,lraes,lraes,lraes,0.00044781292644867186,5.225306856276365,1.33444141501262,0.4457907963381045,2.002596616744995,0.8810694366229394
