dataset,seed,status,algo,model,base_f1,mba_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,mba_stop_epoch,f1_gain_pct,base_best_val_f1,mba_best_val_f1
natops,1,success,lraes,resnet1d,0.9003837625436644,0.9493826180405786,0.048998855496914184,0.0004448862030792738,2.911430008442427,1.259857217769469,0.3922361632727556,0.9999999999899997,5.820767181549378,-0.01047573289833963,0.75,30,24,5.44199619021248,0.9442501942501943,0.972027972027972
