anchor_index,tid,tier_ratio,tier_label,cA_direction_id,cA_sign,cA_safe_upper_bound,cA_gamma_used,safe_radius_ratio_A,cDm_direction_id,cDm_sign,cDm_safe_upper_bound,cDm_gamma_used,safe_radius_ratio_Dm,safe_radius_ratio,y,cA_transport_error_logeuc,cA_transport_error_fro,cDm_transport_error_logeuc,cDm_transport_error_fro,dual_transport_error_logeuc
0,handwriting_train_13,0.25,small,7,-1.0,0.1,0.025,0.2499999999975,1,1.0,0.05,0.0125,0.249999999995,0.24999999999625,4,0.00032330552371892226,0.00015567732045045933,0.0019946597731412864,0.00015718138173314206,0.0011589826484301043
0,handwriting_train_13,0.5,mid,7,-1.0,0.1,0.05,0.499999999995,1,1.0,0.05,0.025,0.49999999999,0.4999999999925,4,0.0003244517866451516,0.00015571180973816595,0.001997918667317894,0.0001584917038238059,0.001161185226981523
0,handwriting_train_13,0.9,edge,7,-1.0,0.1,0.09000000000000001,0.899999999991,1,1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,4,0.0003262100800310994,0.0001562840843490643,0.0020030733579178557,0.0001606166712876818,0.0011646417189744775
1,handwriting_train_94,0.25,small,5,-1.0,0.1,0.025,0.2499999999975,1,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,11,0.00011445112780774906,0.0001549506366173536,0.0023681689223471647,0.0001546010871066774,0.0012413100250774568
1,handwriting_train_94,0.5,mid,5,-1.0,0.1,0.05,0.499999999995,1,-1.0,0.05,0.025,0.49999999999,0.4999999999925,11,0.00011380910667139894,0.00015415289761394846,0.0023631502109183397,0.00015333065771166193,0.0012384796587948694
1,handwriting_train_94,0.9,edge,5,-1.0,0.1,0.09000000000000001,0.899999999991,1,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,11,0.00011274275149459614,0.00015314950957842814,0.0023550160170132607,0.00015132477183572545,0.0012338793842539284
2,handwriting_train_54,0.25,small,8,-1.0,0.1,0.025,0.2499999999975,5,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,23,0.00010816289695609697,0.00015581939254079308,0.0014665792271977489,0.0001548728347984749,0.000787371062076923
2,handwriting_train_54,0.5,mid,8,-1.0,0.1,0.05,0.499999999995,5,-1.0,0.05,0.025,0.49999999999,0.4999999999925,23,0.0001079925790552988,0.0001559249654695011,0.001464275585869328,0.0001538832515383458,0.0007861340824623134
2,handwriting_train_54,0.9,edge,8,-1.0,0.1,0.09000000000000001,0.899999999991,5,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,23,0.00010770240534840147,0.00015645661654595323,0.0014605320636178968,0.00015234510158794812,0.0007841172344831491
3,handwriting_train_86,0.25,small,4,1.0,0.1,0.025,0.2499999999975,0,1.0,0.05,0.0125,0.249999999995,0.24999999999625,2,8.551174758549831e-05,0.00015489389046202296,0.0018486540853310824,0.00015685485308772793,0.0009670829164582903
3,handwriting_train_86,0.5,mid,4,1.0,0.1,0.05,0.499999999995,0,1.0,0.05,0.025,0.49999999999,0.4999999999925,2,8.528853961550053e-05,0.00015405839549438986,0.0018516958967319135,0.00015784255562974197,0.000968492218173707
3,handwriting_train_86,0.9,edge,4,1.0,0.1,0.09000000000000001,0.899999999991,0,1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,2,8.492327274330566e-05,0.00015304242046752526,0.0018565083169279437,0.0001594593530539174,0.0009707157948356247
4,handwriting_train_58,0.25,small,7,-1.0,0.1,0.025,0.2499999999975,3,1.0,0.05,0.0125,0.249999999995,0.24999999999625,14,6.516454894194657e-05,0.00015564801123873006,0.001221412115999004,0.00015676528562952945,0.0006432883324704753
