anchor_index,tid,tier_ratio,tier_label,cA_direction_id,cA_sign,cA_safe_upper_bound,cA_gamma_used,safe_radius_ratio_A,cDm_direction_id,cDm_sign,cDm_safe_upper_bound,cDm_gamma_used,safe_radius_ratio_Dm,safe_radius_ratio,y,cA_transport_error_logeuc,cA_transport_error_fro,cDm_transport_error_logeuc,cDm_transport_error_fro,dual_transport_error_logeuc
5,handwriting_train_9,0.25,small,2,1.0,0.1,0.025,0.2499999999975,3,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,25,0.00010286029063619263,0.00015730927467106587,0.0011420670024128248,0.00015594379157599984,0.0006224636465245087
5,handwriting_train_9,0.5,mid,2,1.0,0.1,0.05,0.499999999995,3,-1.0,0.05,0.025,0.49999999999,0.4999999999925,25,0.00010338857148488851,0.000158881149912794,0.001141452092947068,0.00015603950110188724,0.0006224203322159783
5,handwriting_train_9,0.9,edge,2,1.0,0.1,0.09000000000000001,0.899999999991,3,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,25,0.00010420116680941986,0.00016171285049261427,0.0011404169184142682,0.0001562692374797839,0.0006223090426118441
6,handwriting_train_28,0.25,small,0,-1.0,0.1,0.025,0.2499999999975,3,1.0,0.05,0.0125,0.249999999995,0.24999999999625,7,0.00011021708993709052,0.00015391684139566853,0.001169747189707613,0.0001558584792784401,0.0006399821398223517
6,handwriting_train_28,0.5,mid,0,-1.0,0.1,0.05,0.499999999995,3,1.0,0.05,0.025,0.49999999999,0.4999999999925,7,0.00011001743829403824,0.00015204283293797702,0.001168819859015706,0.0001558620922394249,0.0006394186486548721
6,handwriting_train_28,0.9,edge,0,-1.0,0.1,0.09000000000000001,0.899999999991,3,1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,7,0.00010969185796848746,0.00014923190908352127,0.001167293368909586,0.00015592905458187913,0.0006384926134390368
7,handwriting_train_18,0.25,small,7,1.0,0.1,0.025,0.2499999999975,6,1.0,0.05,0.0125,0.249999999995,0.24999999999625,15,0.00023950085077554856,0.00015677527071634138,0.003144987010458152,0.00015690586311359645,0.0016922439306168503
7,handwriting_train_18,0.5,mid,7,1.0,0.1,0.05,0.499999999995,6,1.0,0.05,0.025,0.49999999999,0.4999999999925,15,0.0002393308962829281,0.00015788940528963107,0.003146195669415234,0.00015795163128914602,0.0016927632828490809
7,handwriting_train_18,0.9,edge,7,1.0,0.1,0.09000000000000001,0.899999999991,6,1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,15,0.00023901732395923683,0.00016015512972180054,0.0031480780571220405,0.00015967686878162342,0.0016935476905406387
8,handwriting_train_48,0.25,small,8,1.0,0.1,0.025,0.2499999999975,6,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,24,0.00018499596220159108,0.0001571682473264689,0.003501249636726791,0.00015488727571114143,0.0018431227994641912
8,handwriting_train_48,0.5,mid,8,1.0,0.1,0.05,0.499999999995,6,-1.0,0.05,0.025,0.49999999999,0.4999999999925,24,0.00018605345853314823,0.0001585908199973067,0.0034992297749930463,0.00015391343300463902,0.0018426416167630973
8,handwriting_train_48,0.9,edge,8,1.0,0.1,0.09000000000000001,0.899999999991,6,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,24,0.00018768564348071055,0.00016116120030672604,0.003495926469636388,0.00015240304953298715,0.0018418060565585492
9,handwriting_train_72,0.25,small,3,1.0,0.1,0.025,0.2499999999975,5,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,20,5.6522687121412034e-05,0.00015678508428493705,0.0010625335525607977,0.0001546964096758812,0.0005595281198411049
9,handwriting_train_72,0.5,mid,3,1.0,0.1,0.05,0.499999999995,5,-1.0,0.05,0.025,0.49999999999,0.4999999999925,20,5.6519865084062394e-05,0.0001578245688525687,0.001061080488188825,0.00015352321089087448,0.0005588001766364437
9,handwriting_train_72,0.9,edge,3,1.0,0.1,0.09000000000000001,0.899999999991,5,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,20,5.651150138873729e-05,0.00015978517719872316,0.0010587303620709927,0.0001516765934289557,0.000557620931729865
10,handwriting_train_20,0.25,small,2,-1.0,0.1,0.025,0.2499999999975,4,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,0,8.383625210661094e-05,0.00015460332567207612,0.0005565417061621145,0.00015490057646092516,0.00032018897913436273
10,handwriting_train_20,0.5,mid,2,-1.0,0.1,0.05,0.499999999995,4,-1.0,0.05,0.025,0.49999999999,0.4999999999925,0,8.367923524250403e-05,0.00015346188756204694,0.0005562920687174643,0.00015393591586077655,0.00031998565197998417
10,handwriting_train_20,0.9,edge,2,-1.0,0.1,0.09000000000000001,0.899999999991,4,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,0,8.341397687922712e-05,0.0001519162448977439,0.0005558848447207856,0.00015243216567622836,0.00031964941080000635
11,handwriting_train_36,0.25,small,1,1.0,0.1,0.025,0.2499999999975,4,1.0,0.05,0.0125,0.249999999995,0.24999999999625,24,7.441598195202064e-05,0.00015473435476155503,0.0006389082245931243,0.00015688778001206284,0.00035666210327257245
11,handwriting_train_36,0.5,mid,1,1.0,0.1,0.05,0.499999999995,4,1.0,0.05,0.025,0.49999999999,0.4999999999925,24,7.443502312478324e-05,0.00015372710609619814,0.0006391572309598845,0.00015791008208492435,0.00035679612704233384
11,handwriting_train_36,0.9,edge,1,1.0,0.1,0.09000000000000001,0.899999999991,4,1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,24,7.446207287972562e-05,0.00015239921390654255,0.0006395465992414043,0.00015958607382211468,0.00035700433606056497
12,handwriting_train_73,0.25,small,2,1.0,0.1,0.025,0.2499999999975,9,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,0,6.84755058409288e-05,0.0001573085147438146,0.0006072066425624921,0.0001549269396857689,0.0003378410742017105
12,handwriting_train_73,0.5,mid,2,1.0,0.1,0.05,0.499999999995,9,-1.0,0.05,0.025,0.49999999999,0.4999999999925,0,6.869738265931038e-05,0.0001588780649874949,0.0006064743149841895,0.00015399383222680592,0.0003375858488217499
12,handwriting_train_73,0.9,edge,2,1.0,0.1,0.09000000000000001,0.899999999991,9,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,0,6.903802441103336e-05,0.0001617024196886773,0.0006052903931323845,0.00015255143699923848,0.00033716420877170894
13,handwriting_train_2,0.25,small,7,1.0,0.1,0.025,0.2499999999975,1,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,21,0.00011469470287097733,0.0001567636777666327,0.0011276974595511575,0.00015603967955635267,0.0006211960812110675
13,handwriting_train_2,0.5,mid,7,1.0,0.1,0.05,0.499999999995,1,-1.0,0.05,0.025,0.49999999999,0.4999999999925,21,0.00011481896506061933,0.00015784265998461278,0.0011290105692848221,0.00015622894473308187,0.0006219147671727207
13,handwriting_train_2,0.9,edge,7,1.0,0.1,0.09000000000000001,0.899999999991,1,-1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,21,0.00011499839983459546,0.0001600012582586979,0.0011310628727246059,0.00015660375748848446,0.0006230306362796006
14,handwriting_train_110,0.25,small,4,-1.0,0.1,0.025,0.2499999999975,2,1.0,0.05,0.0125,0.249999999995,0.24999999999625,22,6.958893565269584e-05,0.00015429429641077589,0.0010303846170808975,0.00015660383135817258,0.0005499867763667967
14,handwriting_train_110,0.5,mid,4,-1.0,0.1,0.05,0.499999999995,2,1.0,0.05,0.025,0.49999999999,0.4999999999925,22,6.943003204869194e-05,0.00015280067130599376,0.001030979518902207,0.000157355624083052,0.0005502047754754495
14,handwriting_train_110,0.9,edge,4,-1.0,0.1,0.09000000000000001,0.899999999991,2,1.0,0.05,0.045000000000000005,0.8999999999820001,0.8999999999865,22,6.917024483570526e-05,0.0001506093230663718,0.0010319173282490593,0.00015862708507258428,0.0005505437865423822
15,handwriting_train_85,0.25,small,7,1.0,0.1,0.025,0.2499999999975,2,-1.0,0.05,0.0125,0.249999999995,0.24999999999625,24,5.11408497600689e-05,0.000156741474322861,0.0008318322816973359,0.00015519588957621603,0.00044148656572870243
