dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,act_stop_epoch,f1_gain_pct,base_best_val_f1,act_best_val_f1,selected_anchor_count,selected_positive_count,candidate_total_count,hard_positive_score_mean,fidelity_score_mean,acl_last_ce_loss,acl_last_supcon_loss
libras,1,success,lraes,resnet1d,mba,0.008333333333333333,0.06148685757340559,0.05315352424007226,0.0001269396037878207,0.252017024531183,1.064386898107728,0.12218115549771959,0.9733887671803565,0.5275506714835868,0.0,0.0,1,1,637.8346368652248,0.007017543859649122,0.06901960784313727,0,0,0,0.0,0.0,0.0,0.0
