dataset,seed,baseline_0_test_macro_f1,f1_global_mainline_test_macro_f1,p1a_s1_offline_local_wls_test_macro_f1,p1a_delta_vs_baseline,p1a_delta_vs_f1,f1_response_vs_margin_correlation,p1a_response_vs_margin_correlation,f1_template_mean_direction_cosine,p1a_template_mean_direction_cosine,p1a_local_pair_axis_router_cosine_mean,p1a_local_operator_runtime_seconds,p1a_local_operator_fit_count,local_topk
fingermovements,1,0.5087719298245614,0.4981934965877158,0.5288220551378446,0.020050125313283207,0.03062855855012886,0.05301118990362596,-0.04250930211423515,0.05071824383622674,-0.03264169905629717,-0.19460103026509684,11.791998846223578,7904,4
