dataset,seed,test_acc,test_macro_f1,train_trial_count,test_trial_count,n_channels,seq_len,seq_len_model_input,protocol
cricket,1,0.9861111111111112,0.9860139860139862,108,72,6,1197,1197,dataset_provided_train_test_full_sequence
