anchor_index,candidate_local_index,tid,y,delta_norm_raw,delta_norm_safe,safe_radius_ratio,manifold_margin,direction_id,sign,ray_id,tier_label,tier_ratio,safe_upper_bound,gamma_used,aug_index,transport_error_fro,transport_error_logeuc,bridge_cond_A,metric_preservation_error,alignment_cosine,is_conflict,entropy_orig,entropy_aug,entropy_shift,probe_margin_aug,probe_feedback_weight,margin_aug,feedback_weight
0,0,heartbeat_train_95,1,0.24999999794783856,0.24999999794783856,0.24999999999974998,6.477012995686705,2,-1.0,0,small,0.25,1.0,0.25,0,0.0007059800114100854,7.738700659255603,1.2363402536901005,0.42238638590242483,0.02397962659597397,0.0,0.35986781120300293,0.30885061621665955,-0.051017194986343384,2.2804837226867676,0.90724778175354,2.2804837226867676,0.90724778175354
0,1,heartbeat_train_95,1,0.4999999958956771,0.4999999958956771,0.49999999999949996,6.477012995686705,2,-1.0,0,mid,0.5,1.0,0.5,1,0.0007155690143686991,7.722710162304923,1.5286119561497682,0.9130882110792702,0.0246829092502594,0.0,0.35986781120300293,0.2556097209453583,-0.10425809025764465,2.574956178665161,0.9292322397232056,2.574956178665161,0.9292322397232056
0,2,heartbeat_train_95,1,0.8999999926122189,0.8999999926122189,0.8999999999991,6.477012995686705,2,-1.0,0,edge,0.9,1.0,0.9,2,0.0007511457589922621,7.696775497007039,2.1377668310286477,1.9173534672494879,0.02577228844165802,0.0,0.35986781120300293,0.18147717416286469,-0.17839063704013824,3.0706191062927246,0.9556643962860107,3.0706191062927246,0.9556643962860107
1,0,heartbeat_train_55,0,0.2500000016268818,0.2500000016268818,0.24999999999974998,5.3514362221741285,5,-1.0,1,small,0.25,1.0,0.25,3,0.0007116807974566363,8.041660021040489,1.2971055070880886,0.49698085715665175,0.0350487194955349,0.0,0.389941543340683,0.34712666273117065,-0.04281488060951233,2.087754964828491,0.8897073268890381,2.087754964828491,0.8897073268890381
1,1,heartbeat_train_55,0,0.5000000032537636,0.5000000032537636,0.49999999999949996,5.3514362221741285,5,-1.0,1,mid,0.5,1.0,0.5,4,0.0007282184428740843,8.056960436648835,1.6781971111044467,1.0181028991615597,0.033880751579999924,0.0,0.389941543340683,0.3017141819000244,-0.08822736144065857,2.3179497718811035,0.9103528261184692,2.3179497718811035,0.9103528261184692
1,2,heartbeat_train_55,0,0.9000000058567745,0.9000000058567745,0.8999999999991,5.3514362221741285,5,-1.0,1,edge,0.9,1.0,0.9,5,0.0007733813818927374,8.0810124677157,2.5047676317322014,1.9778636779591308,0.03207486867904663,0.0,0.389941543340683,0.23546379804611206,-0.15447774529457092,2.6975436210632324,0.9368815422058105,2.6975436210632324,0.9368815422058105
2,0,heartbeat_train_23,0,0.2500000034824159,0.2500000034824159,0.24999999999974998,3.219860862299911,0,1.0,2,small,0.25,1.0,0.25,6,0.0007160350865710094,8.823680076161972,1.0607914664033706,0.2669968141918775,-0.01619524508714676,1.0,0.43802589178085327,0.5020456910133362,0.06401979923248291,1.378838062286377,0.7988042831420898,1.378838062286377,0.7988042831420898
2,1,heartbeat_train_23,0,0.5000000069648318,0.5000000069648318,0.49999999999949996,3.219860862299911,0,1.0,2,mid,0.5,1.0,0.5,7,0.0007312673753437143,8.816875423854308,1.1253549893263222,0.5566203446213053,-0.01612931117415428,1.0,0.43802589178085327,0.5885862112045288,0.15056031942367554,0.9672278165817261,0.7245665788650513,0.9672278165817261,0.7245665788650513
2,2,heartbeat_train_23,0,0.9000000125366973,0.9000000125366973,0.8999999999991,3.219860862299911,0,1.0,2,edge,0.9,1.0,0.9,8,0.0007608094612700531,8.805965879398087,1.2370763118431665,1.0726812616560908,-0.016022326424717903,1.0,0.43802589178085327,0.685623288154602,0.24759739637374878,0.24623289704322815,0.5612490773200989,0.24623289704322815,0.5612490773200989
3,0,heartbeat_train_34,0,0.2500000034824159,0.2500000034824159,0.24999999999974998,2.3160291961575155,0,1.0,3,small,0.25,1.0,0.25,9,0.0007158823999622694,10.969696590880647,1.0598010055853444,0.26306148069944635,-0.012158885598182678,1.0,0.29052746295928955,0.2805861234664917,-0.009941339492797852,-2.4321868419647217,0.08075098693370819,-2.4321868419647217,0.08075098693370819
