anchor_index,candidate_local_index,tid,y,delta_norm_raw,delta_norm_safe,safe_radius_ratio,manifold_margin,direction_id,sign,ray_id,tier_label,tier_ratio,safe_upper_bound,gamma_used,aug_index,transport_error_fro,transport_error_logeuc,bridge_cond_A,metric_preservation_error,alignment_cosine,is_conflict,entropy_orig,entropy_aug,entropy_shift,probe_margin_aug,probe_feedback_weight,margin_aug,feedback_weight
0,0,heartbeat_train_39,0,0.2500000003100148,0.2500000003100148,0.24999999999974998,3.1829143260557156,2,1.0,0,small,0.25,1.0,0.25,0,0.0007177987690152712,10.569648315472994,1.0939248866382258,0.3003959124807494,-0.028410015627741814,1.0,0.6368736028671265,0.6353545188903809,-0.0015190839767456055,-0.7007205486297607,0.3316524624824524,-0.7007205486297607,0.3316524624824524
0,1,heartbeat_train_39,0,0.5000000006200296,0.5000000006200296,0.49999999999949996,3.1829143260557156,2,1.0,0,mid,0.5,1.0,0.5,1,0.000735430208728493,10.67223315482075,1.1968737018276532,0.6283444432723139,-0.028551185503602028,1.0,0.6368736028671265,0.6337722539901733,-0.003101348876953125,-0.7108637690544128,0.3294079899787903,-0.7108637690544128,0.3294079899787903
0,2,heartbeat_train_39,0,0.9000000011160534,0.9000000011160534,0.8999999999991,3.1829143260557156,2,1.0,0,edge,0.9,1.0,0.9,2,0.0007704291647145407,10.838562236112415,1.3823243772215066,1.2200033761802376,-0.028774267062544823,1.0,0.6368736028671265,0.6309155225753784,-0.005958080291748047,-0.728855550289154,0.3254459500312805,-0.728855550289154,0.3254459500312805
1,0,heartbeat_train_25,0,0.2500000003100148,0.2500000003100148,0.24999999999974998,6.281663671611269,2,1.0,1,small,0.25,1.0,0.25,3,0.0007186046891995882,7.813982556635422,1.1249432688731467,0.35167624486422705,0.004867264535278082,0.0,0.09101319313049316,0.0905492901802063,-0.00046390295028686523,3.9936466217041016,0.981901228427887,3.9936466217041016,0.981901228427887
1,1,heartbeat_train_25,0,0.5000000006200296,0.5000000006200296,0.49999999999949996,6.281663671611269,2,1.0,1,mid,0.5,1.0,0.5,4,0.0007381823746397809,7.8689957917448945,1.265591684672445,0.7445701324965235,0.004372608847916126,0.0,0.09101319313049316,0.0903484970331192,-0.0006646960973739624,3.9964962005615234,0.9819517731666565,3.9964962005615234,0.9819517731666565
1,2,heartbeat_train_25,0,0.9000000011160534,0.9000000011160534,0.8999999999991,6.281663671611269,2,1.0,1,edge,0.9,1.0,0.9,5,0.0007796704640315189,7.955617428306568,1.5275723201710631,1.478189299378886,0.0035720414016395807,0.0,0.09101319313049316,0.09050460904836655,-0.0005085840821266174,3.9943079948425293,0.9819129705429077,3.9943079948425293,0.9819129705429077
2,0,heartbeat_train_55,0,0.2500000026446148,0.2500000026446148,0.24999999999974998,5.3514362221741285,3,1.0,2,small,0.25,1.0,0.25,6,0.0007037913160476958,8.034929652001388,1.1922554622423533,0.344934013725146,0.026383429765701294,0.0,0.20429232716560364,0.1848069429397583,-0.019485384225845337,3.045330047607422,0.9545804858207703,3.045330047607422,0.9545804858207703
2,1,heartbeat_train_55,0,0.5000000052892296,0.5000000052892296,0.49999999999949996,5.3514362221741285,3,1.0,2,mid,0.5,1.0,0.5,7,0.0007082217696244912,8.043665532342947,1.4210920549870234,0.6777525434944838,0.024968162178993225,0.0,0.20429232716560364,0.1750439703464508,-0.029248356819152832,3.1210379600524902,0.9577522277832031,3.1210379600524902,0.9577522277832031
2,2,heartbeat_train_55,0,0.9000000095206133,0.9000000095206133,0.8999999999991,5.3514362221741285,3,1.0,2,edge,0.9,1.0,0.9,8,0.0007223884432511832,8.057570584913815,1.8795972212297933,1.2117999785642353,0.02279387041926384,0.0,0.20429232716560364,0.17504476010799408,-0.029247567057609558,3.1209144592285156,0.957747220993042,3.1209144592285156,0.957747220993042
3,0,heartbeat_train_87,1,0.2500000003100148,0.2500000003100148,0.24999999999974998,3.245714449919734,2,-1.0,3,small,0.25,1.0,0.25,9,0.0006907526221496903,9.973316751514998,1.1205344494328673,0.29821450016595075,0.025586456060409546,0.0,0.6931459903717041,0.6929343938827515,-0.00021159648895263672,0.04131634533405304,0.5103275775909424,0.04131634533405304,0.5103275775909424
3,1,heartbeat_train_87,1,0.5000000006200296,0.5000000006200296,0.49999999999949996,3.245714449919734,2,-1.0,3,mid,0.5,1.0,0.5,10,0.0006811131957906789,9.86693689825582,1.2560025672030442,0.5767104577641945,0.02566373720765114,0.0,0.6931459903717041,0.692227840423584,-0.0009181499481201172,0.08589256554841995,0.5214599370956421,0.08589256554841995,0.5214599370956421
3,2,heartbeat_train_87,1,0.9000000011160534,0.9000000011160534,0.8999999999991,3.245714449919734,2,-1.0,3,edge,0.9,1.0,0.9,11,0.0006704042275135126,9.70024814703856,1.507801455699057,0.989648975639224,0.0257843229919672,0.0,0.6931459903717041,0.6900342702865601,-0.003111720085144043,0.15813706815242767,0.539452075958252,0.15813706815242767,0.539452075958252
4,0,heartbeat_train_4,0,0.2500000003100148,0.2500000003100148,0.24999999999974998,3.1628324893736277,2,-1.0,4,small,0.25,1.0,0.25,12,0.0006907500719048981,9.30837613965683,1.117098679066271,0.30568050861772766,0.00868952926248312,0.0,0.30437812209129333,0.3005943298339844,-0.00378379225730896,2.3239963054656982,0.9108449816703796,2.3239963054656982,0.9108449816703796
4,1,heartbeat_train_4,0,0.5000000006200296,0.5000000006200296,0.49999999999949996,3.1628324893736277,2,-1.0,4,mid,0.5,1.0,0.5,13,0.000681236956708368,9.214806957076558,1.2483960955255073,0.5910329720685836,0.008625581860542297,0.0,0.30437812209129333,0.29761576652526855,-0.00676235556602478,2.33988094329834,0.9121265411376953,2.33988094329834,0.9121265411376953
4,2,heartbeat_train_4,0,0.9000000011160534,0.9000000011160534,0.8999999999991,3.1628324893736277,2,-1.0,4,edge,0.9,1.0,0.9,14,0.0006709625269833222,9.066696340084127,1.4918732474724061,1.0137985165890457,0.008522630669176579,0.0,0.30437812209129333,0.29404574632644653,-0.010332375764846802,2.3589513301849365,0.9136431217193604,2.3589513301849365,0.9136431217193604
