dataset,seed,candidate_total_count,step_tier_count,E_w_small,admission_small,tier_margin_mean_small,tier_transport_error_logeuc_mean_small,tier_alignment_cosine_mean_small,tier_count_small,E_w_mid,admission_mid,tier_margin_mean_mid,tier_transport_error_logeuc_mean_mid,tier_alignment_cosine_mean_mid,tier_count_mid,E_w_edge,admission_edge,tier_margin_mean_edge,tier_transport_error_logeuc_mean_edge,tier_alignment_cosine_mean_edge,tier_count_edge
heartbeat,3,489,3,0.7655174064855634,0.8343558282208589,1.8580517141731239,9.521568281960816,-0.0003564892036046124,163,0.7625010298805003,0.8466257668711656,1.8532219368255942,9.519654606072343,-0.00026178031379894064,163,0.7560408795081033,0.852760736196319,1.8443080433672923,9.516626812335298,-0.00010872124715713909,163
