anchor_index,tid,tier_ratio,tier_label,direction_id,sign,safe_upper_bound,gamma_used,safe_radius_ratio,y,cA_transport_error_logeuc,cA_transport_error_fro
0,atrialfibrillation_train_4,0.25,small,7,-1.0,0.1,0.025,0.2499999999975,0,0.004858286076546252,0.00012628837676094217
0,atrialfibrillation_train_4,0.5,mid,7,-1.0,0.1,0.05,0.499999999995,0,0.004854595701378671,0.0001255345141310397
0,atrialfibrillation_train_4,0.9,edge,7,-1.0,0.1,0.09000000000000001,0.899999999991,0,0.004847327929733338,0.0001248075766132728
1,atrialfibrillation_train_2,0.25,small,5,-1.0,0.1,0.025,0.2499999999975,0,0.0017692404726624236,0.00012752433863831854
1,atrialfibrillation_train_2,0.5,mid,5,-1.0,0.1,0.05,0.499999999995,0,0.0017666966494652725,0.00012804241964529088
1,atrialfibrillation_train_2,0.9,edge,5,-1.0,0.1,0.09000000000000001,0.899999999991,0,0.0017621093135241146,0.00012943740011272067
2,atrialfibrillation_train_10,0.25,small,8,-1.0,0.1,0.025,0.2499999999975,2,0.026912354123630647,0.00012505523721337175
2,atrialfibrillation_train_10,0.5,mid,8,-1.0,0.1,0.05,0.499999999995,2,0.026885421585624004,0.00012289983170672234
2,atrialfibrillation_train_10,0.9,edge,8,-1.0,0.1,0.09000000000000001,0.899999999991,2,0.026842059528051947,0.00011958911248697221
3,atrialfibrillation_train_5,0.25,small,4,1.0,0.1,0.025,0.2499999999975,1,0.010906804643515575,0.0001277198832945373
3,atrialfibrillation_train_5,0.5,mid,4,1.0,0.1,0.05,0.499999999995,1,0.010915407031326816,0.00012857442173046726
3,atrialfibrillation_train_5,0.9,edge,4,1.0,0.1,0.09000000000000001,0.899999999991,1,0.010925679884408885,0.00013079728085050617
4,atrialfibrillation_train_1,0.25,small,7,-1.0,0.1,0.025,0.2499999999975,0,0.011270895270387953,0.00012631377221461473
4,atrialfibrillation_train_1,0.5,mid,7,-1.0,0.1,0.05,0.499999999995,0,0.011247370190042044,0.00012563404276907968
4,atrialfibrillation_train_1,0.9,edge,7,-1.0,0.1,0.09000000000000001,0.899999999991,0,0.011206139243757468,0.0001251239056032533
5,atrialfibrillation_train_14,0.25,small,2,-1.0,0.1,0.025,0.2499999999975,2,0.036754620506334074,0.0001248557651537467
5,atrialfibrillation_train_14,0.5,mid,2,-1.0,0.1,0.05,0.499999999995,2,0.036643564661928786,0.0001225566554269997
5,atrialfibrillation_train_14,0.9,edge,2,-1.0,0.1,0.09000000000000001,0.899999999991,2,0.036461100075434585,0.00011912563884871289
6,atrialfibrillation_train_3,0.25,small,3,-1.0,0.1,0.025,0.2499999999975,0,0.001693404752917413,0.00012698646950568164
6,atrialfibrillation_train_3,0.5,mid,3,-1.0,0.1,0.05,0.499999999995,0,0.0016860418311505595,0.00012680300009362138
6,atrialfibrillation_train_3,0.9,edge,3,-1.0,0.1,0.09000000000000001,0.899999999991,0,0.0016739430928921592,0.0001267345941673439
7,atrialfibrillation_train_7,0.25,small,4,1.0,0.1,0.025,0.2499999999975,1,0.009735097077727154,0.00012780512904792535
7,atrialfibrillation_train_7,0.5,mid,4,1.0,0.1,0.05,0.499999999995,1,0.009738822298710897,0.00012891439691164414
7,atrialfibrillation_train_7,0.9,edge,4,1.0,0.1,0.09000000000000001,0.899999999991,1,0.009742036696568781,0.00013189036478092363
8,atrialfibrillation_train_6,0.25,small,3,-1.0,0.1,0.025,0.2499999999975,1,0.0032069473588236873,0.00012698730199314683
8,atrialfibrillation_train_6,0.5,mid,3,-1.0,0.1,0.05,0.499999999995,1,0.003192839292732029,0.00012680580955097033
8,atrialfibrillation_train_6,0.9,edge,3,-1.0,0.1,0.09000000000000001,0.899999999991,1,0.0031696588078597354,0.00012674299169920298
9,atrialfibrillation_train_11,0.25,small,6,-1.0,0.1,0.025,0.2499999999975,2,0.004214427609404347,0.00012725849996941124
9,atrialfibrillation_train_11,0.5,mid,6,-1.0,0.1,0.05,0.499999999995,2,0.004196485134034032,0.00012737303141376464
9,atrialfibrillation_train_11,0.9,edge,6,-1.0,0.1,0.09000000000000001,0.899999999991,2,0.0041669682287525465,0.00012783630921706603
10,atrialfibrillation_train_9,0.25,small,6,-1.0,0.1,0.025,0.2499999999975,1,0.00820195416468424,0.00012726204764074611
10,atrialfibrillation_train_9,0.5,mid,6,-1.0,0.1,0.05,0.499999999995,1,0.00816729257857625,0.00012738609216795909
10,atrialfibrillation_train_9,0.9,edge,6,-1.0,0.1,0.09000000000000001,0.899999999991,1,0.008110191362879646,0.0001278769781779602
11,atrialfibrillation_train_13,0.25,small,2,-1.0,0.1,0.025,0.2499999999975,2,0.004963268901702133,0.00012486539172824608
11,atrialfibrillation_train_13,0.5,mid,2,-1.0,0.1,0.05,0.499999999995,2,0.004945187585977755,0.0001226015467837101
11,atrialfibrillation_train_13,0.9,edge,2,-1.0,0.1,0.09000000000000001,0.899999999991,2,0.004915412777931605,0.00011927754282415867
