dataset,seed,status,algo,model,base_f1,act_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,act_stop_epoch,f1_gain_pct,base_best_val_f1,act_best_val_f1
epilepsy,1,success,lraes,timesnet,0.5921947722904388,0.8813597604581211,0.2891649881676823,0.00015603111487276603,0.004092378364044921,1.0802256075206655,0.1258744128941434,0.9999999999899994,1.4579571049529365,-0.02834123922511935,0.6,36,41,48.82936372773301,0.8124729437229438,0.9666666666666667
