dataset,seed,model_type,window_len,hop_len,test_acc,test_macro_f1,val_macro_f1,best_epoch,raw_minirocket_test_macro_f1
har,1,static_linear,26,13,0.6772989480827961,0.6811225495340422,0.7829978310790716,3,0.9594607409126548
har,1,dynamic_meanpool,26,13,0.6450627757041059,0.6461440109811858,0.7661747526071684,3,0.9594607409126548
har,1,dynamic_gru,26,13,0.7288768238887003,0.7332181682338591,0.8328290891252818,2,0.9594607409126548
