dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,f1_gain_pct,base_stop_epoch,act_stop_epoch,base_best_val_f1,act_best_val_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,candidate_total_count,aug_total_count,requested_k_dir,effective_k_dir,direction_bank_source,zpia_z_dim,zpia_n_train,zpia_n_train_lt_z_dim,zpia_row_norm_min,zpia_row_norm_max,zpia_row_norm_mean,zpia_fallback_row_count,telm2_recon_last,telm2_recon_mean,telm2_recon_std,telm2_n_iters,telm2_c_repr,telm2_activation,telm2_bias_update_mode,feedback_margin_temperature,aug_loss_weight,feedback_weight_mean,feedback_weight_std,last_orig_ce_loss,last_weighted_aug_ce_loss,last_aug_margin_mean
atrialfibrillation,1,success,zpia,resnet1d,mba_feedback,0.21367521367521367,0.24074074074074073,0.027065527065527062,12.666660738669439,15,15,0.2222222222222222,0.5555555555555555,0.00012725619623810431,0.02675803858771685,1.080477984680878,0.11825758715520757,0.9999999999899997,1.0436398830928968,0.0,0.0,12,12,10,10,zpia_telm2,3,12,False,0.9999999999999999,1.0,1.0,0,0.4780402884657121,0.4964101776980024,0.013568812289763796,3,1.0,sine,residual,1.0,1.0,0.8409690663218499,0.18822824868900667,0.022196173667907715,0.020341236144304276,4.5180439949035645
atrialfibrillation,2,success,zpia,resnet1d,mba_feedback,0.24019607843137256,0.26406926406926406,0.02387318563789151,9.939036413400897,15,15,0.5555555555555555,0.5555555555555555,0.00013105910685128373,0.032953608449682224,1.0940378917516353,0.1369169529867785,0.9999999999899997,1.0337744315478616,0.0,0.0,12,12,10,10,zpia_telm2,3,12,False,1.0,1.0,1.0,0,0.5430417954751502,0.5774182954621443,0.03526120688154219,3,1.0,sine,residual,1.0,1.0,0.8254808411002159,0.19257470612543814,0.03607596457004547,0.03446566313505173,4.2455854415893555
atrialfibrillation,3,success,zpia,resnet1d,mba_feedback,0.16666666666666666,0.24338624338624337,0.07671957671957672,46.03171841271498,15,15,0.5555555555555555,0.5555555555555555,0.00013104940351830685,0.032413277178519107,1.0790352598796897,0.13048293100119054,0.9999999999899997,0.8437962467856867,0.0,0.0,12,12,10,10,zpia_telm2,3,12,False,0.9999999999999999,1.0,1.0,0,0.41075460286020254,0.4103549953532568,0.012181473901215904,3,1.0,sine,residual,1.0,1.0,0.8573955519331826,0.17212518006390912,0.016414880752563477,0.016371391713619232,4.638672828674316
