dataset,dataset_role,seed,mode,candidate_window_count,safe_window_count,accepted_window_count,accept_rate,source_trial_coverage,class_balance_proxy,mean_purity_drop_accepted,mean_local_continuity_ratio_accepted,mean_radial_gain_accepted,mean_margin_gain_accepted,pool_type,object_mode,informative_gate,knn_reference_set,margin_center_reference,window_to_rebasis_mode,scope_note
selfregulationscp1,main,1,t5_dual_role_policy,1608.0,861.0,431.0,0.26803482587064675,0.8805970149253731,0.9327354260089686,-0.050116009280742474,1.0050460815748015,0.017453170926611004,0.00029854574494530065,window_conditioned_feedback_pool,window_level,margin,orig_train_only_windows,orig_train_only_window_class_centers,length1_pseudo_sequence,T4b first-pass evaluation measures window-conditioned rebasis signal via length-1 pseudo sequences; it does not yet claim full segment-aware or trajectory-aware rebasis geometry.
natops,anchor,1,t5_dual_role_policy,675.0,504.0,252.0,0.37333333333333335,0.7037037037037037,0.9534883720930233,-0.05158730158730158,1.0000953780514832,0.021887749203229594,0.0013802292555529334,window_conditioned_feedback_pool,window_level,margin,orig_train_only_windows,orig_train_only_window_class_centers,length1_pseudo_sequence,T4b first-pass evaluation measures window-conditioned rebasis signal via length-1 pseudo sequences; it does not yet claim full segment-aware or trajectory-aware rebasis geometry.
