dataset,dataset_role,seed,mode,candidate_window_count,safe_window_count,accepted_window_count,accept_rate,source_trial_coverage,class_balance_proxy,mean_purity_drop_accepted,mean_local_continuity_ratio_accepted,mean_radial_gain_accepted,mean_margin_gain_accepted,pool_type,object_mode,informative_gate,knn_reference_set,margin_center_reference,window_to_rebasis_mode,scope_note
selfregulationscp1,main,1,t5_dual_role_policy,1608.0,854.0,427.0,0.26554726368159204,0.835820895522388,0.9234234234234234,-0.05058548009367683,1.0043363044423412,0.029995406653799274,-4.7079826539718756e-05,window_conditioned_feedback_pool,window_level,radial,orig_train_only_windows,orig_train_only_window_class_centers,length1_pseudo_sequence,T4b first-pass evaluation measures window-conditioned rebasis signal via length-1 pseudo sequences; it does not yet claim full segment-aware or trajectory-aware rebasis geometry.
natops,anchor,1,t5_dual_role_policy,675.0,503.0,252.0,0.37333333333333335,0.6,0.9534883720930233,-0.035714285714285705,1.0000610062701294,0.008826211632116544,-0.00017778986540852753,window_conditioned_feedback_pool,window_level,radial,orig_train_only_windows,orig_train_only_window_class_centers,length1_pseudo_sequence,T4b first-pass evaluation measures window-conditioned rebasis signal via length-1 pseudo sequences; it does not yet claim full segment-aware or trajectory-aware rebasis geometry.
