dataset,same_backbone_no_shaping_mean,same_backbone_no_shaping_std,mean_centered_mean,mean_centered_std,single_template_pia_mean,single_template_pia_std,delta_single_template_pia_vs_mean_centered_mean,delta_mean_centered_margin_mean,delta_single_template_pia_margin_mean,mean_centered_margin_gain_per_unit_distortion_mean,single_template_pia_margin_gain_per_unit_distortion_mean,template_mean_direction_cosine_mean,single_template_pia_response_vs_margin_correlation_mean,single_template_pia_activation_coverage_ratio_mean
selfregulationscp1,0.6348324609194174,0.0,0.6317000284602978,0.0,0.6323626893939394,0.0,0.0006626609336415346,-8.109558801126706e-05,-6.510975480930863e-05,-0.001697398326835251,-0.000870520645579677,0.43325922441796894,0.2769379457256457,0.4419833266302216
