dataset,seed,terminal,same_backbone_no_shaping_test_macro_f1,mean_centered_test_macro_f1,single_template_pia_test_macro_f1,delta_mean_centered_vs_no_shaping,delta_single_template_pia_vs_no_shaping,delta_single_template_pia_vs_mean_centered,delta_mean_centered_between,delta_mean_centered_margin,delta_mean_centered_within,delta_mean_centered_stability,delta_single_template_pia_between,delta_single_template_pia_margin,delta_single_template_pia_within,delta_single_template_pia_stability,mean_centered_local_step_distortion_ratio_mean,single_template_pia_local_step_distortion_ratio_mean,mean_centered_operator_norm_mean,single_template_pia_operator_norm_mean,mean_centered_operator_direction_stability,single_template_pia_operator_direction_stability,template_mean_direction_cosine,single_template_pia_response_vs_margin_correlation,single_template_pia_activation_coverage_ratio,mean_centered_margin_to_score_conversion,single_template_pia_margin_to_score_conversion,mean_centered_margin_gain_per_unit_distortion,single_template_pia_margin_gain_per_unit_distortion,static_linear_test_macro_f1,dense_dynamic_gru_test_macro_f1,raw_minirocket_test_macro_f1
selfregulationscp1,1,dynamic_minirocket,0.6348324609194174,0.6317000284602978,0.6323626893939394,-0.0031324324591195385,-0.002469771525478004,0.0006626609336415346,-0.001802620113364517,-8.109558801126706e-05,1.1580708738856416e-05,-0.00010408209996026763,-4.1357761500382395e-05,-6.510975480930863e-05,0.0007432604950934341,-9.020448663243918e-05,0.9993951745605798,1.000346360774575,0.0022997184627193577,0.003631149077737072,0.9501787884452807,0.98738554633115,0.43325922441796894,0.2769379457256457,0.4419833266302216,38.6311863297369,37.93826156046982,-0.001697398326835251,-0.000870520645579677,0.5243506493506493,0.4981999930096816,0.6792310680525963
