dataset,seed,status,algo,model,base_f1,mba_f1,gain,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,mba_stop_epoch,f1_gain_pct,base_best_val_f1,mba_best_val_f1
selfregulationscp2,2,success,lraes,resnet1d,0.5126139215427288,0.4505114083398899,-0.06210251320283888,0.00023914353891698188,1.1486862617649508e-05,1.0723031356651804,0.13078415590218379,0.9999999999899998,0.41915107545590613,-0.018678721319884063,0.7,15,30,-12.114868223061736,0.5833333333333333,0.5833333333333333
