split,epoch,class_idx,committee_idx,sample_idx_in_batch,ridge_mode,support_mode,prototype_aggregation,mean_trace,condition_number,effective_ridge,weight_norm
train,1,1,-1,14,trace_adaptive,same_only,pooled,0.00046163061051629484,1827849.5,4.61630588688422e-06,8.364466667175293
train,1,1,-1,15,trace_adaptive,same_only,pooled,0.0004652066854760051,2043184.875,4.652066763810581e-06,8.36437702178955
train,1,1,-1,16,trace_adaptive,same_only,pooled,0.0004658699035644531,2065602.375,4.658698799175909e-06,8.364384651184082
train,1,1,-1,17,trace_adaptive,same_only,pooled,0.0004669725021813065,2201451.25,4.669725058192853e-06,8.364276885986328
train,1,1,-1,18,trace_adaptive,same_only,pooled,0.00046094885328784585,1821646.625,4.60948831459973e-06,8.364482879638672
train,1,1,-1,19,trace_adaptive,same_only,pooled,0.0004551721503958106,1886320.25,4.551721303869272e-06,8.364548683166504
train,1,1,-1,20,trace_adaptive,same_only,pooled,0.00046104149078018963,1878437.25,4.610414634953486e-06,8.364509582519531
train,1,1,-1,21,trace_adaptive,same_only,pooled,0.00046310859033837914,1927073.0,4.631085630535381e-06,8.364425659179688
train,1,1,-1,22,trace_adaptive,same_only,pooled,0.0004632930504158139,1871731.75,4.632930540537927e-06,8.364474296569824
train,1,1,-1,23,trace_adaptive,same_only,pooled,0.00046253990149125457,1826472.75,4.625399014912546e-06,8.364489555358887
train,1,1,-1,24,trace_adaptive,same_only,pooled,0.0004590741009451449,1787018.75,4.590740900312085e-06,8.364532470703125
train,1,1,-1,25,trace_adaptive,same_only,pooled,0.00046319194370880723,1956904.375,4.631919182429556e-06,8.3643798828125
train,1,1,-1,26,trace_adaptive,same_only,pooled,0.00044324510963633657,2997408.5,4.432451078173472e-06,8.36332893371582
train,1,1,-1,27,trace_adaptive,same_only,pooled,0.00046204577665776014,1831926.75,4.620457730197813e-06,8.364449501037598
train,1,1,-1,28,trace_adaptive,same_only,pooled,0.0004687658220063895,2208477.0,4.687658019975061e-06,8.364265441894531
train,1,1,-1,29,trace_adaptive,same_only,pooled,0.0004553155740723014,1903330.875,4.5531555770139676e-06,8.364533424377441
train,1,1,-1,30,trace_adaptive,same_only,pooled,0.0004519709327723831,2264076.75,4.519709364103619e-06,8.364335060119629
train,1,1,-1,31,trace_adaptive,same_only,pooled,0.0004649439943023026,2004003.375,4.6494396883645095e-06,8.364416122436523
train,1,0,-1,0,trace_adaptive,same_only,pooled,0.00042327988194301724,1630073.375,4.232798801240278e-06,9.471452713012695
train,1,0,-1,1,trace_adaptive,same_only,pooled,0.00041970500024035573,1514290.375,4.197049747745041e-06,9.471435546875
train,1,0,-1,2,trace_adaptive,same_only,pooled,0.000431764725362882,1898268.75,4.3176473809580784e-06,9.471305847167969
train,1,0,-1,3,trace_adaptive,same_only,pooled,0.00041571762994863093,1572614.5,4.157176135777263e-06,9.47144889831543
train,1,0,-1,4,trace_adaptive,same_only,pooled,0.0004222664865665138,1633338.125,4.2226647565257736e-06,9.471259117126465
train,1,0,-1,5,trace_adaptive,same_only,pooled,0.0004050375137012452,1977975.875,4.05037508244277e-06,9.470840454101562
train,1,0,-1,6,trace_adaptive,same_only,pooled,0.0004214092914480716,1981695.25,4.214092768961564e-06,9.471132278442383
train,1,0,-1,7,trace_adaptive,same_only,pooled,0.000426062208134681,1774608.5,4.260622063156916e-06,9.471370697021484
