dataset,same_backbone_no_shaping_mean,v1b_local_shaping_mean,v2_single_replay_mean,delta_v2_vs_no_shaping_mean,delta_v2_vs_v1b_mean,stitch_boundary_jump_ratio_mean,replay_continuity_distortion_ratio_mean,replay_window_ratio_mean
selfregulationscp1,0.6348324609194174,0.6417880330923809,0.6329882775571942,-0.0018441833622231396,-0.008799755535186637,1.965184813512881,1.0001387462143574,0.0004434651256253551
