dataset,seed,shared_backbone,shared_object,prototype_count,anchors_per_prototype,anchor_selection_mode,same_dist_quantile,beta,epsilon_scale
selfregulationscp1,1,dense_zseq_dynamic_minirocket,prototype_memory_v1b_tight_anchor_local_shaping,4,8,tight_margin,50.0,0.5,0.1
