dataset,seed,same_backbone_no_shaping_test_macro_f1,v1b_local_shaping_test_macro_f1,v2_single_replay_test_macro_f1,delta_v1b_vs_no_shaping,delta_v2_vs_no_shaping,delta_v2_vs_v1b,replay_window_ratio,stitch_boundary_count,stitch_boundary_jump_ratio_mean,stitch_boundary_jump_ratio_p95,replay_continuity_distortion_ratio,local_step_distortion_ratio_mean
selfregulationscp1,1,0.6348324609194174,0.6417880330923809,0.6329882775571942,0.006955572172963498,-0.0018441833622231396,-0.008799755535186637,0.0004434651256253551,34,1.965184813512881,3.6293429299869153,1.0001387462143574,1.571430982901715
