dataset,seed,status,algo,model,pipeline,base_f1,act_f1,gain,warmup_f1,transport_error_fro_mean,transport_error_logeuc_mean,bridge_cond_A_mean,metric_preservation_error_mean,safe_radius_ratio_mean,manifold_margin_mean,host_geom_cosine_mean,host_conflict_rate,base_stop_epoch,act_stop_epoch,warmup_stop_epoch,f1_gain_pct,base_best_val_f1,act_best_val_f1,warmup_best_val_f1,selected_anchor_count,selected_positive_count,candidate_total_count,hard_positive_score_mean,fidelity_score_mean,acl_last_ce_loss,acl_last_supcon_loss
basicmotions,1,success,lraes,resnet1d,gcg_acl,1.0,1.0,0.0,0.9212503183091418,0.00022201109349633018,0.007452935135968446,1.1109064523212777,0.18592506672819306,0.9999999999989999,4.414288785911918,-0.02698166340633179,0.53125,12,20,10,0.0,1.0,1.0,1.0,32,32,256,0.9652149100241652,0.9927362723852683,0.00018549547530710697,2.7080576419830322
basicmotions,2,success,lraes,resnet1d,gcg_acl,1.0,1.0,0.0,0.8666666666666666,0.00022262877805847794,0.008766838216272842,1.1145880055171506,0.1899881228416847,0.9999999999989999,4.578642753863139,0.036698735103527724,0.48046875,20,20,10,0.0,1.0,1.0,1.0,32,32,256,0.9476974681577799,0.9914718199839629,0.0004219232068862766,2.7080674171447754
basicmotions,3,success,lraes,resnet1d,gcg_acl,1.0,1.0,0.0,1.0,0.0002230471379126128,0.008448985833173937,1.1149134836825305,0.19205211103155617,0.9999999999989999,4.5031797822586626,0.029914930419181474,0.44140625,20,20,10,0.0,1.0,1.0,1.0,32,32,256,0.9597343239385131,0.9917777888706865,0.0007582353428006172,2.708085060119629
