anchor_index,tid,class_id,candidate_order,direction_id,sign,gamma_requested,gamma_used,direction_norm,safe_upper_bound,safe_radius_ratio,manifold_margin,algo,engine_id,direction_bank_source,transport_error_fro,transport_error_logeuc,bridge_cond_A,metric_preservation_error,margin_aug,feedback_weight
138,natops_train_0,3,0,2,-1.0,0.1,0.1,1.0,3.116367084942748,0.99999999999,6.232734169891729,lraes,lraes,lraes,0.00044247966522738096,0.9016874836851496,1.2565246307694828,0.403469698341716,5.0824666023254395,0.9938336736218648
121,natops_train_1,2,0,7,1.0,0.1,0.1,1.0,2.277368789568532,0.99999999999,4.554737579141619,lraes,lraes,lraes,0.00044671296787444757,4.578840765371573,1.228176124097193,0.3259076187933439,5.870617866516113,0.9971868066694747
22,natops_train_10,5,0,1,1.0,0.1,0.1,1.0,3.68939525035967,0.99999999999,7.37879050072672,lraes,lraes,lraes,0.0004464890669535696,1.3233161599270415,1.2067683534219085,0.34336204568434203,5.915036201477051,0.9973087005336035
37,natops_train_100,5,0,0,1.0,0.1,0.1,1.0,3.8524813929113866,0.99999999999,7.704962785830479,lraes,lraes,lraes,0.00045249449971085414,1.4728022940786318,1.3934903270676147,0.5449735024012116,7.095789432525635,0.9991720995794479
143,natops_train_101,3,0,6,1.0,0.1,0.1,1.0,2.792949072101968,0.99999999999,5.585898144209523,lraes,lraes,lraes,0.000442038502338482,0.8028371612942212,1.1594602153874565,0.2882210913934514,4.53762149810791,0.9894144296622118
95,natops_train_102,1,0,4,-1.0,0.1,0.1,0.9999999403953552,2.3882375952529222,0.99999999999,4.776474905810514,lraes,lraes,lraes,0.0004438906962646568,4.773992887433501,1.2705355947817571,0.3707094162433692,-0.6557824611663818,0.3416876585301354
4,natops_train_103,0,0,0,-1.0,0.1,0.1,1.0,2.373890014111715,0.99999999999,4.747780028228179,lraes,lraes,lraes,0.0004497914261515504,4.317456775096166,1.565218530902784,0.7389719749368453,5.009167194366455,0.9933678183174773
82,natops_train_104,1,0,0,1.0,0.1,0.1,1.0,2.31610784161473,0.99999999999,4.632215683234093,lraes,lraes,lraes,0.0004581659173752149,4.697117987121955,1.5634750815520617,0.7478987035630433,1.1277272701263428,0.7554192310107805
90,natops_train_105,1,0,2,-1.0,0.1,0.1,1.0,1.8685916950471948,0.99999999999,3.737183390098127,lraes,lraes,lraes,0.00044588617085559664,4.752581214690664,1.4359663036359314,0.5511366581751959,1.4150047302246094,0.8045541210872571
88,natops_train_106,1,0,7,-1.0,0.1,0.1,1.0,2.7337434955332967,0.99999999999,5.467486991072061,lraes,lraes,lraes,0.00044043278066768494,4.227185671575543,1.231334405110501,0.3342452014490158,0.1577770709991455,0.5393626450997369
79,natops_train_107,5,0,0,1.0,0.1,0.1,1.0,4.377186584315057,0.99999999999,8.75437316863887,lraes,lraes,lraes,0.00045068332662254174,1.2159348080039996,1.308433966063972,0.4679198359940699,7.265312194824219,0.999301105902731
71,natops_train_11,0,0,7,-1.0,0.1,0.1,1.0,2.5023909242782065,0.99999999999,5.004781848561418,lraes,lraes,lraes,0.00044135510759029,4.544146183732755,1.2373151833953007,0.3829505246582688,6.62255334854126,0.9986717360569883
72,natops_train_110,2,0,8,-1.0,0.1,0.1,1.0,3.1399303381089525,0.99999999999,6.279860676224185,lraes,lraes,lraes,0.0004388483556014098,4.229999519299416,1.18229591058733,0.27934095913760504,4.556166172027588,0.989606905172165
114,natops_train_112,0,0,5,-1.0,0.1,0.1,1.0,2.6223533855690566,0.99999999999,5.244706771143359,lraes,lraes,lraes,0.00044497279330038087,3.8273883878446,1.2779952843341549,0.4479813979819254,5.963375091552734,0.9974353750024535
31,natops_train_113,2,0,5,-1.0,0.1,0.1,1.0,1.961235473472027,0.99999999999,3.9224709469479766,lraes,lraes,lraes,0.0004453218737754311,5.209557497465509,1.3530727573164771,0.46378703517088116,4.871860980987549,0.9923991173295317
